USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2304767,16,5,33,57.894736842,24,24
2304768,14,0,,,18,21
2304769,13,0,,,46,46
2304770,16,8,6,100,,0
2304771,10,8,15,18.518518519,66,66
2304772,17,0,,,18,18
2304773,17,0,,,10,10
2304774,16,0,,,41,41
2304775,10,3,22,34.920634921,41,41
2304776,17,0,,,10,10
2304777,26,2,81,53.642384106,70,70
2304778,12,8,2.7,10,24.3,24.3
2304779,17,0,,,41,41
2304780,17,8,3.17,52.833333333,2.83,2.83
2304781,26,0,,,147,147
2304782,17,0,,,2.86,2.86
2304783,17,3,12,40,18,18
2304784,17,8,6,20,24,24
2304785,21,8,16,22.857142857,54,54
2304786,9,0,,,,0
2304787,26,0,,,87,87
2304788,16,7,21,100,,0
2304789,10,0,,,24,24
2304790,17,3,12,66.666666667,6,6
2304791,7,1,33,10.091743119,360,360
2304792,17,0,,,6,6
2304793,16,0,,,24.03,24.03
2304794,17,0,,,21,21
2304795,17,0,,,27,27
2304796,17,8,5.97,33.166666667,12.03,12.03
2304797,16,8,7,87.5,1,1
2304798,13,0,,,24,24
2304799,16,0,,,9.1,9.1
2304801,26,7,11,4.5643153527,230,230
2304802,17,0,,,1.13,1.13
2304803,30,0,,,,0
2304804,7,7,91,60.264900662,60,60
2304805,17,8,6,28.571428571,15,15
2304806,16,0,,,63,63
2304807,26,5,42,25.925925926,120,120
2304808,1,7,15,100,,0
2304809,17,0,,,1.69,1.69
2304810,10,0,,,60,60
2304811,10,2,15,17.24137931,72,72
2304812,17,8,12,36.363636364,21,21
2304813,17,5,3,16.666666667,15,15
2304814,10,0,,,40,40
2304815,7,8,45,46.391752577,52,52
2304816,10,8,9,15.789473684,48,48
2304817,17,8,17,29.824561404,40,40
2304818,10,8,31,20.529801325,120,120
2304819,17,0,,,60,60
2304820,7,4,33,57.894736842,24,24
2304822,17,0,,,15,15
2304823,17,0,,,6,6
2304824,30,0,,,6,6
2304825,13,6,6,33.333333333,24,24
2304826,13,6,21,24.137931034,108,108
2304827,17,8,23,56.097560976,18,18
2304828,16,0,,,,0
2304829,7,0,,,120,120
2304830,16,0,,,24,24
2304831,12,0,,,240,240
2304832,10,7,21,100,,0
2304833,10,8,10,14.285714286,60,60
2304834,10,8,28,26.41509434,78,78
2304835,17,0,,,15,15
2304836,17,3,16,34.782608696,30,30
2304837,26,0,,,37,37
2304838,16,8,51,100,,0
2304839,17,0,,,1.53,1.53
2304840,10,0,,,15,15
2304841,10,3,12.45,69.166666667,5.55,5.55
2304842,16,0,,,,0
2304843,10,7,112,38.356164384,180,180
2304844,13,8,16,34.782608696,30,30
2304845,12,8,2.74,10.148148148,24.26,24.26
2304846,17,7,4,33.333333333,,8
2304847,17,0,,,13,13
2304848,17,0,,,46,46
2304849,10,8,20,35.087719298,37,37
2304850,10,0,,,87,87
2304851,17,3,12,40,18,18
2304852,17,0,,,6,6
2304853,27,0,,,60,60
2304854,17,0,,,18,18
2304855,7,0,,,78,78
2304856,10,3,8,66.666666667,4,4
2304857,17,0,,,26,26
2304858,16,2,21,51.219512195,20,20
2304859,10,0,,,30,30
2304860,10,4,18,8.5714285714,192,192
2304861,17,8,12,44.444444444,15,15
2304862,17,0,,,30,30
2304863,17,0,,,8,8
2304864,17,8,18,54.545454545,15,15
2304865,17,0,,,71,71
2304866,16,8,12,25,36,36
2304867,17,0,,,,6
2304868,17,0,,,15.53,15.53
2304869,17,0,,,10,10
2304870,16,0,,,46,46
2304871,17,0,,,36,36
2304872,17,5,3,14.285714286,18,18
2304873,10,0,,,78,78
2304874,17,3,12,44.444444444,15,15
2304875,17,0,,,0.59,0.59
2304876,17,0,,,8,8
2304877,7,0,,,97,97
2304878,21,7,9.9671484888,99.671484888,0.0328515112,0.0328515112
2304879,10,5,114,54.285714286,96,96
2304880,10,8,5,9.8039215686,46,46
2304881,12,0,,,30,30
2304882,13,0,,,84,84
2304883,10,8,16,22.857142857,54,54
2304884,25,0,,,33,33
2304885,17,6,3,11.111111111,30,30
2304886,16,0,,,,6
2304887,26,7,5,12.195121951,36,36
2304888,17,0,,,4.2,4.2
2304889,17,4,15,36.585365854,26,26
2304890,10,0,,,37,37
2304891,17,0,,,12.03,12.03
2304892,29,8,12,100,,0
2304893,4,0,,,4,4
2304894,30,0,,,6,6
2304895,10,2,52,74.285714286,18,18
2304896,17,0,,,2.1,2.1
2304897,17,0,,,2.6,2.6
2304898,17,0,,,1.56,1.56
2304899,17,0,,,23,23
2304900,16,8,,,,24
2304901,10,8,53,28.191489362,135,135
2304902,16,2,12,66.666666667,,6
2304903,17,3,23,56.097560976,18,18
2304904,17,0,,,30,30
2304905,13,7,17.967148489,99.817491605,0.0328515112,0.0328515112
2304906,10,0,,,120,120
2304907,10,0,,,235,235
2304908,17,0,,,10,10
2304909,17,8,25,60.975609756,16,16
2304910,16,8,6,100,,0
2304911,17,7,9.38,78.166666667,2.62,2.62
2304912,10,8,12,40,18,18
2304913,17,0,,,16,16
2304914,17,4,24,34.285714286,46,46
2304915,17,0,,,6.96,6.96
2304916,27,0,,,470,470
2304917,24,0,,,18,18
2304918,17,0,,,24,24
2304919,16,,,,24,24
2304920,10,0,,,41,41
2304921,24,5,6,28.571428571,15,15
2304922,16,2,11.97,99.75,0.03,0.03
2304923,17,0,,,10,10
2304924,10,7,24.97,67.486486486,12.03,12.03
2304925,10,0,,,30,30
2304926,10,0,,,15,15
2304927,10,4,52,59.770114943,35,35
2304928,25,0,,,4,4
2304929,10,8,20,35.087719298,37,37
2304930,1,8,12,100,,0
2304931,17,3,12,44.444444444,15,15
2304932,16,8,8,100,,0
2304933,13,4,2,16.666666667,10,10
2304934,10,8,62,19.135802469,262,262
2304935,10,2,46,65.714285714,24,24
2304936,15,0,,,24,24
2304937,17,4,13,28.260869565,33,33
2304938,13,0,,,27,27
2304939,10,4,10,100,,0
2304940,16,0,,,,0
2304941,17,0,,,33,33
2304942,30,0,,,,0
2304943,10,8,150,71.428571429,60,60
2304944,10,0,,,84,84
2304945,9,6,2.87,47.833333333,8.87,8.87
2304946,10,0,,,4.24,4.24
2304948,17,0,,,18,18
2304949,16,8,7,70,3,3
2304950,4,5,24.97,67.486486486,12.03,12.03
2304951,17,0,,,,0
2304952,7,8,53,35.099337748,98,98
2304953,3,2,23.967148489,99.863118703,0.0328515112,0.0328515112
2304954,10,0,,,60,60
2304955,17,0,,,18,18
2304956,16,7,6,100,,0
2304957,16,0,,,11.36,11.36
2304958,17,8,10,27.027027027,27,27
2304959,10,0,,,70,70
2304960,10,8,2,33.333333333,4,4
2304961,13,7,9,27.272727273,24,24
2304962,17,7,5.97,33.166666667,12.03,12.03
2304964,10,2,24,80,6,6
2304965,10,0,,,37,37
2304966,24,0,,,12.03,12.03
2304967,19,0,,,360,360
2304968,16,2,15,71.428571429,,6
2304969,13,1,16,26.666666667,76,76
2304970,17,0,,,46,46
2304971,17,0,,,0.0328515112,0.0328515112
2304972,7,0,,,120,120
2304973,17,0,,,57,57
2304974,17,0,,,21,21
2304975,10,0,,,235,235
2304976,7,0,,,63,63
2304977,17,0,,,4.33,4.33
2304978,10,2,19,31.666666667,41,41
2304979,17,0,,,6,6
2304980,10,0,,,36,36
2304981,17,0,,,77,77
2304982,17,3,4.51,56.375,3.49,3.49
2304983,17,0,,,24,24
2304984,10,0,,,46,46
2304985,17,8,6,25,18,18
2304986,10,7,17.64,47.675675676,19.36,19.36
2304987,17,8,9,37.5,15,15
2304988,10,3,13,35.135135135,24,24
2304989,10,8,30,27.777777778,78,78
2304990,13,6,20,33.333333333,80,80
2304991,25,0,,,7,14
2304992,21,4,6,20,24,24
2304993,26,8,22,8.3969465649,240,240
2304994,17,0,,,4.76,4.76
2304995,7,0,,,87,87
2304996,10,8,249.97,95.408396947,12.03,12.03
2304997,17,0,,,0.59,0.59
2304998,17,0,,,1.53,1.53
2304999,13,0,,,110,110
2305000,17,3,2,20,8,8
2305001,17,3,4,40,6,6
2305002,17,0,,,12,12
2305003,15,0,,,12.03,12.03
2305004,10,8,28,16.666666667,140,140
2305005,17,0,,,30,30
2305006,17,5,28,60.869565217,18,18
2305007,13,8,3,11.111111111,24,24
2305008,26,0,,,72,72
2305009,10,0,,,130,130
2305010,10,7,50,57.471264368,37,37
2305011,13,0,,,42,42
2305012,10,8,7,18.918918919,30,30
2305013,10,7,50,57.471264368,37,37
2305014,17,0,,,1.76,1.76
2305015,15,8,6,100,,0
2305016,17,7,10,21.739130435,36,36
2305017,10,0,,,97,97
2305018,17,3,9,24.324324324,28,28
2305019,16,8,10,100,,0
2305020,16,2,17.97,59.9,12.03,12.03
2305021,10,8,64,24.427480916,192,198
2305022,26,8,18,16.363636364,92,92
2305023,10,0,,,108,108
2305024,10,0,,,5.53,5.53
2305025,17,3,9,19.565217391,37,37
2305026,17,0,,,24,24
2305027,10,7,50,57.471264368,37,37
2305028,10,2,3,16.666666667,15,15
2305029,17,3,2.97,19.8,12.03,12.03
2305030,17,4,14,18.181818182,63,63
2305031,24,0,,,18,18
2305032,10,0,,,18,18
2305033,10,0,,,37,37
2305034,16,8,9,23.076923077,30,30
2305035,10,2,17.967148489,99.817491605,0.0328515112,0.0328515112
2305036,13,8,37,100,,0
2305037,10,0,,,57,57
2305038,17,0,,,12.03,12.03
2305039,4,0,,,168,168
2305040,10,3,11,52.380952381,10,10
2305041,17,8,10,21.739130435,36,36
2305042,17,1,3,11.111111111,30,30
2305043,13,8,80,66.666666667,40,40
2305044,16,0,,,,0
2305045,17,0,,,6,6
2305046,17,0,,,8,8
2305047,17,0,,,1.12,1.12
2305048,17,0,,,21,21
2305049,17,0,,,2.92,2.92
2305050,17,3,16,34.782608696,30,30
2305051,17,0,,,2.03,2.03
2305052,16,0,,,36,36
2305053,17,4,4,40,6,6
2305054,16,8,3,50,,3
2305055,10,7,10,14.285714286,60,60
2305056,26,2,26.967148489,81.718631784,0.0328515112,6.0328515112
2305057,16,7,4,33.333333333,,8
2305058,17,3,4,50,,4
2305059,17,0,,,0.0328515112,0.0328515112
2305060,13,0,,,46,46
2305061,17,0,,,5.3,5.3
2305062,17,0,,,2.85,2.85
2305063,10,8,57,19.520547945,235,235
2305064,16,0,,,36,36
2305065,17,8,11.97,49.875,12.03,12.03
2305066,17,5,23,56.097560976,18,18
2305067,17,8,8,19.512195122,33,33
2305068,17,8,2,20,8,8
2305069,17,0,,,1.03,1.03
2305070,10,0,,,235,235
2305071,17,6,8,29.62962963,35,35
2305072,10,0,,,48,48
2305073,16,0,,,46,46
2305074,17,0,,,13,13
2305075,10,8,12,11.111111111,96,96
2305076,7,0,,,60,60
2305077,17,0,,,1.36,1.36
2305078,17,5,11,19.298245614,46,46
2305079,16,0,,,9,9
2305080,21,7,9.9671484888,99.671484888,0.0328515112,0.0328515112
2305081,26,2,120.96714849,99.972849991,0.0328515112,0.0328515112
2305082,17,8,17,41.463414634,24,24
2305083,17,6,11,29.72972973,48,48
2305084,17,0,,,17,17
2305085,13,0,,,71,71
2305086,16,0,,,45,45
2305087,17,0,,,51,51
2305088,16,0,,,61,61
2305089,17,3,6.47,64.7,3.53,3.53
2305090,7,8,21,41.176470588,30,30
2305091,10,0,,,,6
2305092,25,0,,,15,15
2305093,17,0,,,18,18
2305094,17,5,2,25,6,6
2305095,17,8,9,21.951219512,32,32
2305096,13,0,,,300,300
2305097,17,0,,,,0
2305098,10,0,,,93,93
2305099,9,,,,,0
2305100,10,8,15,11.111111111,120,120
2305101,13,0,,,51,51
2305102,17,3,7.01,70.1,2.99,2.99
2305103,10,2,30,62.5,12,18
2305104,17,5,9,15.789473684,48,48
2305105,17,0,,,1.16,1.16
2305106,16,0,,,16,16
2305107,10,7,31,20.529801325,120,120
2305108,13,0,,,71,71
2305110,21,0,,,470,470
2305111,16,8,15,26.315789474,42,42
2305112,17,8,9,33.333333333,18,18
2305113,17,0,,,12,12
2305114,17,8,5,12.195121951,36,36
2305115,10,0,,,60,60
2305117,10,0,,,118,118
2305118,10,8,22,8.3969465649,240,240
2305119,17,0,,,30,30
2305120,17,8,3,9.0909090909,30,30
2305121,17,0,,,71,71
2305122,17,0,,,15,15
2305123,26,2,,,60,60
2305124,10,8,21,19.444444444,87,87
2305125,16,0,,,70,70
2305126,17,0,,,41,41
2305127,17,0,,,21,21
2305128,21,8,95,40.425531915,140,140
2305129,17,3,13,28.260869565,33,33
2305130,10,0,,,60,60
2305131,10,8,9,19.565217391,37,37
2305132,17,0,,,7,7
2305133,13,8,9,19.565217391,37,37
2305134,7,2,90,42.857142857,120,120
2305135,10,8,8,17.391304348,38,38
2305136,27,0,,,360,360
2305137,17,0,,,18,18
2305138,17,3,2,20,8,8
2305139,17,8,10,100,,0
2305140,7,8,33,19.642857143,135,135
2305141,17,0,,,1.33,1.33
2305142,21,2,33,47.142857143,37,37
2305143,17,0,,,8,8
2305144,10,0,,,120,120
2305145,10,0,,,57,57
2305146,17,0,,,6.07,6.07
2305147,13,8,36,30,84,84
2305148,17,0,,,41,41
2305149,16,0,,,6,6
2305150,17,0,,,1.72,1.72
2305151,13,0,,,41,41
2305152,17,3,3,16.666666667,15,15
2305153,24,0,,,15,15
2305154,10,0,,,46,46
2305155,10,8,6,25,18,18
2305156,10,0,,,60,60
2305157,10,8,3,9.0909090909,30,30
2305158,17,0,,,24,24
2305159,17,8,13,31.707317073,28,28
2305160,17,8,22,47.826086957,24,24
2305161,17,0,,,1.03,1.03
2305162,13,0,,,120,120
2305163,17,3,6,18.181818182,27,27
2305164,17,0,,,1.46,1.46
2305165,16,7,5,16.666666667,25,25
2305166,13,0,,,22,22
2305167,17,0,,,18,18
2305168,13,8,13,13.402061856,84,84
2305169,9,,,,6,6
2305170,17,8,0.74,12.333333333,5.26,5.26
2305171,9,0,,,2,2
2305172,17,0,,,26,26
2305173,13,2,6,22.222222222,21,21
2305174,17,0,,,8,8
2305175,9,0,,,6,6
2305176,13,0,,,30,30
2305177,16,0,,,84,84
2305178,10,0,,,60,60
2305179,26,6,81,39.130434783,288,288
2305180,17,8,16,34.782608696,30,30
2305181,10,2,51,58.620689655,36,36
2305182,17,0,,,10,10
2305183,16,0,,,3.16,3.16
2305184,17,0,,,6,6
2305185,10,0,,,60,60
2305186,17,0,,,1.33,1.33
2305187,17,0,,,5,5
2305188,17,0,,,1,1
2305189,10,0,,,157,157
2305190,17,5,6,28.571428571,15,15
2305191,10,0,,,151,151
2305192,10,3,6.18,51.5,5.82,5.82
2305193,17,8,10,21.739130435,36,36
2305194,26,0,,,221,221
2305195,10,2,73,48.344370861,78,78
2305196,17,0,,,1.23,1.23
2305197,16,,,,,0
2305198,10,0,,,41,41
2305199,10,2,86.8,99.770114943,0.2,0.2
2305200,10,3,1.54,25.666666667,4.46,4.46
2305201,16,7,2,100,,0
2305202,17,3,4,33.333333333,,8
2305203,13,0,,,72,72
2305204,16,0,,,,6
2305205,17,2,13.87,33.829268293,27.13,27.13
2305206,10,2,13,18.571428571,57,57
2305207,10,7,37,38.144329897,60,60
2305208,17,0,,,4.66,4.66
2305209,17,0,,,1.03,1.03
2305210,17,0,,,30,30
2305211,10,0,,,120,120
2305212,7,8,21,19.444444444,87,87
2305213,17,0,,,1.26,1.26
2305214,10,4,24,28.571428571,60,60
2305215,17,0,,,6,12
2305216,13,0,,,60,60
2305217,19,0,,,180,180
2305218,17,0,,,18,18
2305219,15,0,,,24,24
2305220,17,0,,,1.39,1.39
2305221,13,8,18,75,,6
2305222,9,,,,1,1
2305223,16,0,,,32,32
2305224,7,8,51,37.777777778,84,84
2305225,10,5,15,11.111111111,120,120
2305226,16,2,8,100,,0
2305227,16,7,5,13.513513514,32,32
2305228,10,2,48,40,72,72
2305229,10,8,15,11.111111111,120,120
2305230,17,8,2.97,19.8,12.03,12.03
2305231,10,3,3.34,55.666666667,2.66,2.66
2305232,17,0,,,3.85,3.85
2305233,16,2,8.97,42.714285714,12.03,12.03
2305234,10,0,,,188,188
2305235,17,0,,,0.0328515112,0.0328515112
2305236,10,3,12,66.666666667,6,6
2305237,7,8,67,69.072164948,30,30
2305238,17,0,,,10,10
2305239,17,0,,,41,41
2305240,17,3,4,16.666666667,20,20
2305241,10,2,9,19.565217391,37,37
2305242,10,0,,,87,87
2305243,16,8,12,100,,0
2305244,17,3,9,60,6,6
2305245,17,8,19,51.351351351,18,18
2305246,10,0,,,470,470
2305247,17,0,,,46,46
2305248,13,0,,,46,46
2305249,17,0,,,1.82,1.82
2305250,10,0,,,63,63
2305251,17,0,,,1.49,1.49
2305252,17,6,2,28.571428571,9,9
2305253,13,0,,,30,30
2305254,17,0,,,12,12
2305255,17,0,,,3.49,3.49
2305256,17,0,,,1.23,1.23
2305257,10,0,,,420,420
2305258,17,0,,,7,7
2305259,17,0,,,8,8
2305260,17,0,,,0.56,0.56
2305261,17,0,,,0.62,0.62
2305262,16,0,,,30,30
2305263,16,8,6,28.571428571,15,15
2305264,10,0,,,6,6
2305265,10,8,94,35.877862595,168,168
2305266,17,8,33,57.894736842,24,24
2305267,13,0,,,30,30
2305268,17,0,,,27,27
2305269,10,2,22,31.428571429,48,48
2305270,27,0,,,180,180
2305271,17,0,,,1.95,1.95
2305272,17,0,,,0.0328515112,0.0328515112
2305273,17,0,,,41,41
2305274,17,0,,,8,8
2305275,9,,,,6,6
2305276,7,8,22,47.826086957,24,24
2305277,7,8,18,23.076923077,60,60
2305278,13,5,8,4.2553191489,180,180
2305279,25,0,,,18,18
2305280,17,0,,,12,12
2305281,17,0,,,6,12
2305282,9,,,,9,9
2305283,16,0,,,,6
2305284,13,0,,,120,120
2305285,13,0,,,57,57
2305286,5,2,6,20,24,24
2305287,13,7,4,7.8431372549,41,47
2305288,17,0,,,1.49,1.49
2305289,9,0,,,6,6
2305290,16,0,,,12,12
2305291,29,8,11,91.666666667,,1
2305292,17,3,2,16.666666667,10,10
2305293,17,0,,,1.03,1.03
2305294,17,0,,,0.0328515112,0.0328515112
2305295,7,8,84,70,24,36
2305296,4,7,12,13.043478261,80,80
2305298,10,0,,,168,168
2305299,9,0,,,1,1
2305300,9,0,,,6,6
2305301,9,0,,,6,6
2305302,16,,,,0.0328515112,0.0328515112
2305303,10,0,,,120,120
2305304,7,7,91,60.264900662,60,60
2305305,7,0,,,97,97
2305306,17,0,,,7,7
2305307,10,8,10,21.739130435,36,36
2305308,10,2,50,41.666666667,70,70
2305309,10,0,,,135,135
2305310,9,0,,,6,6
2305311,9,0,,,6,6
2305312,9,0,,,6,6
2305313,10,0,,,57,57
2305314,15,8,5,41.666666667,7,7
2305315,30,6,4,66.666666667,10,10
2305316,10,2,,,56,56
2305317,9,0,,,6,6
2305318,17,3,3,11.111111111,24,24
2305319,9,0,,,6,6
2305321,9,0,,,6,6
2305322,9,0,,,5,5
2305323,9,0,,,2,2
2305324,17,5,25,54.347826087,21,21
2305325,9,0,,,6,6
2305326,9,0,,,6,6
2305327,9,0,,,6,6
2305328,9,0,,,2,2
2305329,9,0,,,6,6
2305330,9,0,,,6,6
2305331,9,0,,,2,2
2305332,9,0,,,6,6
2305333,9,6,1,16.666666667,7,7
2305334,9,0,,,6,6
2305335,16,0,,,21,21
2305336,9,0,,,6,6
2305337,9,0,,,6,6
2305338,9,0,,,6,6
2305339,9,0,,,6,6
2305340,9,0,,,6,6
2305341,9,0,,,6,6
2305342,9,0,,,6,6
2305343,9,0,,,6,6
2305344,9,0,,,6,6
2305345,9,0,,,6,6
2305346,9,,,,2,2
2305347,9,,,,2,2
2305348,9,6,1,16.666666667,7,7
2305349,9,0,,,6,6
2305350,9,0,,,6,6
2305351,9,0,,,6,6
2305352,9,0,,,6,6
2305353,16,0,,,3.16,3.16
2305354,16,0,,,4,4
2305355,9,,,,2,2
2305356,9,0,,,6,6
2305357,16,0,,,3.16,3.16
2305358,9,6,1,16.666666667,7,7
2305359,16,0,,,3.16,3.16
2305360,9,6,2,33.333333333,8,8
2305361,9,0,,,6,6
2305362,15,0,,,24,24
2305363,9,0,,,6,6
2305364,9,0,,,6,6
2305365,9,0,,,6,6
2305366,16,0,,,3.16,3.16
2305367,9,0,,,3,3
2305368,9,0,,,6,6
2305369,9,0,,,6,6
2305370,9,6,3,50,9,9
2305371,23,0,,,51,51
2305372,9,0,,,6,6
2305373,9,6,2,33.333333333,8,8
2305374,9,0,,,6,6
2305375,9,0,,,6,6
2305376,9,0,,,6,6
2305377,7,8,23,56.097560976,18,18
2305378,9,0,,,6,6
2305379,9,0,,,6,6
2305380,9,6,1,16.666666667,7,7
2305381,9,0,,,6,6
2305382,26,8,12,13.793103448,75,75
2305383,10,8,45.967148489,99.928583671,0.0328515112,0.0328515112
2305385,16,0,,,66,66
2305386,26,8,50,50,50,50
2305387,10,7,140,66.666666667,70,70
2305388,26,0,,,160,160
2305389,22,8,90,25,270,270
2305390,17,8,7,25.925925926,20,20
2305391,10,0,,,37,37
2305392,13,8,4,8.6956521739,42,42
2305393,16,0,,,45,45
2305394,10,8,96,40,144,144
2305395,17,3,4.28,71.333333333,1.72,1.72
2305396,26,8,38.97,76.411764706,12.03,12.03
2305397,16,8,21.04,63.757575758,11.96,11.96
2305398,16,0,,,,0
2305399,17,3,20,35.087719298,37,37
2305400,17,3,6,25,18,18
2305401,16,8,6,100,,0
2305402,10,3,12,40,18,18
2305403,10,8,33,37.931034483,54,54
2305404,10,3,41,58.571428571,29,29
2305405,10,2,69.97,99.957142857,0.03,0.03
2305406,17,3,16,34.782608696,30,30
2305407,10,7,61,62.886597938,36,36
2305408,10,8,22,47.826086957,24,24
2305409,17,3,5.47,91.166666667,0.53,0.53
2305410,17,8,17,41.463414634,24,24
2305411,10,3,46,65.714285714,24,24
2305412,10,4,114,75.496688742,37,37
2305413,17,0,,,2.3,2.3
2305414,10,3,48,50,48,48
2305415,7,8,37,38.144329897,60,60
2305416,17,0,,,77,77
2305417,17,0,,,18,18
2305418,13,0,,,46,46
2305419,10,4,34,73.913043478,,12
2305420,10,0,,,41,41
2305421,9,0,,,1,1
2305422,17,8,2.01,25.125,5.99,5.99
2305423,13,0,,,57,57
2305424,17,6,3,14.285714286,24,24
2305425,17,0,,,24,24
2305426,17,0,,,1.13,1.13
2305427,17,0,,,0.0328515112,0.0328515112
2305428,17,0,,,1,1
2305429,17,3,25,54.347826087,21,21
2305430,17,0,,,46,46
2305431,10,0,,,57,57
2305432,17,5,14.79,70.428571429,6.21,6.21
2305433,16,0,,,34,34
2305434,17,0,,,1.13,1.13
2305435,10,8,58,30.85106383,130,130
2305436,10,1,6,50,18,18
2305437,5,4,10,27.027027027,27,27
2305438,29,0,,,,6
2305439,13,5,3,6.5217391304,43,43
2305440,10,8,22,47.826086957,24,24
2305441,16,0,,,,0
2305442,17,5,5.9671484888,99.452474814,0.0328515112,0.0328515112
2305443,10,2,21,25,63,63
2305444,10,2,5,33.333333333,,10
2305445,10,8,18,60,,12
2305446,17,0,,,21,21
2305447,16,0,,,6,6
2305449,17,0,,,24,24
2305450,13,7,37,100,,0
2305451,17,0,,,21,21
2305452,5,2,19,41.304347826,27,27
2305453,29,4,3,25,9,9
2305454,17,0,,,12.03,12.03
2305455,10,2,48,44.444444444,60,60
2305456,10,8,,,300,300
2305457,10,8,15,29.411764706,36,36
2305458,4,0,,,36,36
2305459,10,2,51,42.148760331,70,70
2305460,16,8,12,100,,0
2305461,16,0,,,100,100
2305462,10,8,24,28.571428571,60,60
2305463,1,8,6,20,24,24
2305464,15,0,,,46,46
2305465,17,7,14.97,55.444444444,12.03,12.03
2305466,17,0,,,0.0328515112,0.0328515112
2305467,10,0,,,27,27
2305468,10,2,13,18.571428571,57,57
2305469,17,8,21,36.842105263,36,36
2305470,17,0,,,6,6
2305471,10,2,30,100,,0
2305472,10,8,6,13.043478261,40,40
2305473,10,8,30,34.482758621,57,57
2305474,10,0,,,10,10
2305475,10,2,9,10.344827586,78,78
2305476,17,0,,,18,18
2305477,17,3,20,35.087719298,37,37
2305478,1,8,3,16.666666667,15,15
2305479,17,8,8,17.391304348,38,38
2305480,13,5,16,28.070175439,41,41
2305481,10,2,31,20.529801325,120,120
2305482,17,0,,,1.23,1.23
2305483,10,0,,,192,192
2305484,16,0,,,,0
2305485,7,2,8,4.2553191489,180,180
2305486,10,8,12.38,68.777777778,5.62,5.62
2305487,17,0,,,18,18
2305488,10,2,4,9.756097561,37,37
2305490,17,6,15,71.428571429,36,36
2305491,17,0,,,2.79,2.79
2305492,17,0,,,7,7
2305493,10,7,6,20,24,24
2305494,16,2,4,33.333333333,,8
2305495,10,8,140,38.888888889,220,220
2305496,10,0,,,135,135
2305497,17,0,,,18,18
2305498,10,2,12,50,6,12
2305499,10,2,82,31.297709924,180,180
2305500,10,0,,,46,46
2305501,17,6,5,83.333333333,11,11
2305502,17,0,,,2.16,2.16
2305503,17,0,,,70,70
2305504,17,0,,,8,8
2305505,16,2,17.97,99.833333333,0.03,0.03
2305506,27,6,29,19.205298013,180,180
2305507,10,2,45.97,99.934782609,0.03,0.03
2305509,17,8,12,26.086956522,34,34
2305510,17,0,,,2.1,2.1
2305511,20,0,,,120,120
2305512,10,2,72,38.29787234,116,116
2305513,10,2,30,23.076923077,100,100
2305514,17,0,,,1.46,1.46
2305515,10,8,10,14.285714286,60,60
2305516,1,0,,,24,24
2305518,17,0,,,0.0328515112,0.0328515112
2305519,10,5,6,25,18,18
2305520,17,7,5.9671484888,99.452474814,0.0328515112,0.0328515112
2305521,17,0,,,1.43,1.43
2305522,17,0,,,10,10
2305523,10,0,,,5,10
2305524,17,0,,,0.89,0.89
2305525,17,3,6.67,83.375,1.33,1.33
2305526,17,0,,,57,57
2305527,10,0,,,60,60
2305528,13,8,11.9,99.166666667,0.1,0.1
2305529,10,0,,,37,37
2305530,17,0,,,3.23,3.23
2305531,17,0,,,12,12
2305532,29,4,2,16.666666667,,10
2305533,13,0,,,51,51
2305534,10,0,,,60,60
2305535,16,0,,,,0
2305536,7,8,71,47.01986755,80,80
2305537,17,4,2,13.333333333,13,13
2305538,10,0,,,188,188
2305539,16,0,,,7.85,7.85
2305540,26,0,,,188,188
2305541,17,0,,,1.2,1.2
2305542,7,0,,,135,135
2305543,10,8,31,20.529801325,120,120
2305544,17,0,,,21,21
2305545,10,0,,,90,90
2305546,17,0,,,46,46
2305547,17,0,,,16,16
2305548,10,0,,,30,30
2305549,17,8,16,34.782608696,30,30
2305550,16,0,,,30,30
2305552,13,8,34,48.571428571,36,36
2305553,17,0,,,46,46
2305554,17,8,14,20,56,56
2305555,17,0,,,7,7
2305556,17,0,,,2.89,2.89
2305557,16,0,,,7.85,7.85
2305558,10,8,15,11.111111111,120,120
2305559,10,8,24,14.285714286,144,144
2305560,26,4,55,36.42384106,96,96
2305561,17,0,,,11.85,11.85
2305562,25,5,15,55.555555556,,12
2305563,27,0,,,57,57
2305564,10,0,,,77,77
2305565,17,8,17,41.463414634,24,24
2305566,16,0,,,,1
2305567,9,0,,,6,6
2305568,10,0,,,240,240
2305569,17,0,,,3,3
2305570,26,8,5,7.1428571429,65,65
2305571,10,8,21,36.842105263,36,36
2305572,10,0,,,75,75
2305573,16,0,,,108,108
2305574,10,0,,,,0
2305575,10,8,16,28.070175439,41,41
2305576,17,0,,,7,7
2305577,9,0,,,6,6
2305578,25,0,,,,0
2305579,10,0,,,168,168
2305580,17,0,,,41,41
2305581,7,0,,,235,235
2305582,17,0,,,15,15
2305583,17,3,3.44,43,4.56,4.56
2305584,10,8,45,71.428571429,18,18
2305585,21,4,15,11.111111111,120,120
2305586,16,0,,,30,30
2305587,10,6,68,70.103092784,165,165
2305588,13,7,9,27.272727273,24,24
2305589,26,0,,,108,108
2305590,17,0,,,10.95,10.95
2305591,10,4,7,10,63,63
