USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2282850,10,2,10,100,,0
2282852,17,0,,,0.79,0.79
2282861,10,8,47,20,188,188
2282863,17,0,,,0.92,0.92
2282865,10,7,25,67.567567568,12,12
2282866,16,8,17.97,42.785714286,24.03,24.03
2282868,17,0,,,0.89,0.89
2282869,17,0,,,1,1
2282883,1,0,,,7.69,7.69
2282886,17,0,,,1.26,1.26
2282899,17,0,,,1.03,1.03
2282903,10,0,,,12.03,12.03
2282914,16,0,,,61,61
2282919,16,0,,,,0
2282922,27,7,82,31.297709924,180,180
2282925,17,0,,,4,4
2282926,17,3,3,14.285714286,18,18
2282929,17,0,,,0.0328515112,0.0328515112
2282930,7,7,9,15.789473684,48,48
2282931,10,0,,,120,120
2282932,17,3,3.11,51.833333333,2.89,2.89
2282933,13,0,,,97,97
2282935,26,6,18,11.111111111,180,180
2282936,17,3,17,29.824561404,40,40
2282937,10,0,,,70,70
2282941,10,8,13,35.135135135,24,24
2282943,17,0,,,7.59,7.59
2282944,25,0,,,15,15
2282945,6,0,,,,0
2282950,16,5,6,100,,0
2282952,16,8,3,14.285714286,18,18
2282957,13,4,10,55.555555556,,8
2282958,17,0,,,0.56,0.56
2282960,17,0,,,1.03,1.03
2282961,17,0,,,0.89,0.89
2282963,17,3,2,33.333333333,4,4
2282964,10,2,37,58.73015873,26,26
2282966,10,0,,,151,151
2282967,23,0,,,57,57
2282969,17,0,,,1.07,1.07
2282971,17,3,11.97,49.875,12.03,12.03
2282972,10,0,,,60,60
2282974,16,0,,,38.39,38.39
2282975,10,8,22,8.3969465649,240,240
2282981,30,0,,,,0
2282985,1,0,,,94,94
2282992,17,0,,,3.85,3.85
2282995,16,2,24,100,,0
2282998,16,2,24,100,,0
2283005,17,3,6,28.571428571,15,15
2283012,16,2,4,33.333333333,,8
2283017,10,0,,,120,120
2283021,10,2,63,46.666666667,72,72
2283023,17,0,,,,0
2283028,17,0,,,8,8
2283032,17,3,3,30,7,7
2283033,17,3,8,19.512195122,33,33
2283036,10,3,5.05,63.125,2.95,2.95
2283038,16,0,,,12,12
2283040,16,0,,,57,57
2283041,10,6,15,71.428571429,36,36
2283042,17,3,2.9,48.333333333,3.1,3.1
2283047,17,3,2,13.333333333,13,13
2283048,10,8,37,100,,0
2283050,10,3,6,50,,6
2283051,14,0,,,,0
2283052,16,0,,,5.89,5.89
2283054,17,0,,,2.89,2.89
2283056,17,0,,,41,41
2283057,7,8,75,55.555555556,60,60
2283058,17,3,9,19.565217391,37,37
2283060,10,0,,,41,41
2283061,10,0,,,100,100
2283062,13,7,8,66.666666667,4,4
2283069,16,0,,,,0
2283073,16,8,1,25,3,3
2283077,17,0,,,2,2
2283078,10,2,33.97,73.847826087,12.03,12.03
2283081,24,0,,,30,30
2283082,17,0,,,0.46,0.46
2283083,10,0,,,262,262
2283084,10,2,120,50,120,120
2283086,17,0,,,0.76,0.76
2283087,17,0,,,0.76,0.76
2283092,10,0,,,46,46
2283093,17,7,10,66.666666667,5,5
2283094,7,0,,,87,87
2283096,10,8,148,50.684931507,144,144
2283102,17,3,5.93,59.3,4.07,4.07
2283111,30,0,,,,0
2283112,10,7,7,4.6357615894,144,144
2283114,10,2,23.967148489,79.890494963,0.0328515112,6.0328515112
2283116,13,0,,,120,120
2283129,1,2,7.24,34.476190476,13.76,13.76
2283135,4,5,6,50,6,6
2283136,17,0,,,4,4
2283143,17,3,5,33.333333333,10,10
2283145,10,0,,,240,240
2283146,17,3,12,40,18,18
2283147,4,8,,,80,92
2283151,13,0,,,40,40
2283152,16,5,30,100,,0
2283153,16,0,,,32,32
2283156,10,0,,,222,222
2283157,10,3,40,57.142857143,30,30
2283160,10,8,2,16.666666667,,10
2283161,5,2,11.97,49.875,12.03,12.03
2283164,10,4,142,54.198473282,120,120
2283165,17,3,8,80,2,2
2283167,16,8,17.67,98.166666667,0.33,0.33
2283169,13,0,,,60,60
2283170,13,7,9,8.1818181818,101,101
2283175,17,3,5,62.5,3,3
2283179,17,0,,,0.76,0.76
2283180,10,2,28,14.893617021,160,160
2283182,10,7,54.967148489,87.249442046,0.0328515112,8.0328515112
2283184,9,0,,,,0
2283189,16,4,11,13.580246914,70,70
2283192,17,4,12,19.047619048,51,51
2283194,10,2,30,100,,0
2283195,1,8,12,100,,0
2283198,17,3,2,20,8,8
2283203,13,0,,,44,44
2283205,4,6,57,90.476190476,120,120
2283208,17,0,,,1.07,1.07
2283231,17,3,1,6.6666666667,14,14
2283301,27,0,,,36,36
2283303,10,0,,,120,120
2283304,16,0,,,3.53,3.53
2283314,27,0,,,20,20
2283319,10,2,60,55.555555556,48,48
2283320,10,2,17.967148489,99.817491605,0.0328515112,0.0328515112
2283321,4,0,,,33,33
2283322,10,2,108.97,90.05785124,12.03,12.03
2283323,4,0,,,51,51
2283333,17,3,1,2.1739130435,45,45
2283334,16,8,7,38.888888889,11,11
2283336,7,7,150,71.428571429,60,60
2283337,10,2,25.54,69.027027027,11.46,11.46
2283338,10,0,,,48,48
2283339,10,8,10,21.739130435,36,36
2283340,10,7,28,40,42,42
2283341,16,1,3,25,15,15
2283342,21,2,17.967148489,99.817491605,0.0328515112,0.0328515112
2283344,17,3,7.87,78.7,2.13,2.13
2283345,7,7,30,38.461538462,48,48
2283347,16,0,,,,0
2283349,10,0,,,78,78
2283351,10,0,,,0.0328515112,6.0328515112
2283355,26,2,21,16.8,104,104
2283357,10,8,79,52.317880795,72,72
2283358,17,8,28,60.869565217,18,18
2283360,10,2,87,100,,0
2283361,17,0,,,70,70
2283362,26,0,,,57,57
2283369,24,0,,,18,18
2283370,13,8,15,29.411764706,36,36
2283371,16,4,22,31.428571429,48,48
2283373,17,0,,,12,12
2283374,13,0,,,54,54
2283375,6,0,,,41,41
2283380,16,0,,,0.0328515112,0.0328515112
2283382,13,0,,,,0
2283385,16,5,15,45.454545455,18,18
2283389,17,0,,,1.45,1.45
2283395,17,4,3,14.285714286,18,18
2283398,17,0,,,1,1
2283399,17,0,,,2.72,2.72
2283400,10,3,1.24,20.666666667,4.76,4.76
2283403,16,0,,,15,15
2283406,17,0,,,46,46
2283407,1,0,,,12.03,12.03
2283408,10,0,,,46,46
2283410,17,0,,,0.0328515112,0.0328515112
2283411,20,0,,,48,48
2283415,10,0,,,60,60
2283424,10,8,21,17.073170732,102,102
2283425,13,7,22,23.913043478,70,70
2283426,13,8,22,28.571428571,55,55
2283428,10,0,,,470,470
2283429,30,0,,,,0
2283432,16,8,2,25,,6
2283434,26,0,,,60,60
2283436,13,8,118,45.038167939,144,144
2283437,29,8,23,85.185185185,4,4
2283438,16,0,,,,0
2283440,17,0,,,8,8
2283441,26,5,17,41.463414634,24,24
2283442,17,0,,,1.56,1.56
2283443,17,0,,,1.43,1.43
2283444,16,0,,,10,10
2283445,13,8,7,25.925925926,20,20
2283446,17,0,,,1.26,1.26
2283447,17,0,,,0.85,0.85
2283450,16,0,,,,0
2283454,19,0,,,192,192
2283455,10,6,5,16.666666667,35,35
2283456,26,7,38,34.545454545,72,72
2283460,17,3,4,16.666666667,20,20
2283462,17,0,,,1.03,1.03
2283465,10,0,,,135,135
2283468,17,3,6,25,18,18
2283470,17,7,2,33.333333333,4,4
2283473,10,0,,,18,18
2283480,28,6,57,100,108,114
2283482,17,0,,,1,1
2283483,17,0,,,1,1
2283484,17,0,,,1.46,1.46
2283485,17,0,,,0.92,0.92
2283486,17,0,,,1,1
2283487,17,0,,,0.92,0.92
2283489,17,0,,,0.92,0.92
2283491,17,3,5,33.333333333,10,10
2283492,10,0,,,,0
2283497,10,0,,,60,60
2283499,16,2,10,55.555555556,,8
2283508,10,2,31,67.391304348,15,15
2283509,17,8,10,14.285714286,60,60
2283511,17,0,,,0.92,0.92
2283516,10,2,24,100,,0
2283517,17,8,1,5.5555555556,17,17
2283521,10,0,,,84,84
2283522,16,8,12,100,,0
2283524,17,3,1.97,13.133333333,13.03,13.03
2283525,10,4,48,28.571428571,120,120
2283527,10,4,39,44.827586207,48,48
2283528,10,0,,,135,135
2283530,26,8,5,3.7037037037,130,130
2283534,16,0,,,,0
2283535,10,0,,,30,30
2283538,17,0,,,,0
2283540,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2283541,10,2,74,28.244274809,188,188
2283542,17,3,5,33.333333333,10,10
2283545,17,3,11,23.913043478,35,35
2283548,24,0,,,21,21
2283549,10,8,15,11.111111111,120,120
2283556,1,2,15,100,,0
2283557,13,0,,,68,68
2283558,16,0,,,15,15
2283563,17,3,11,19.298245614,46,46
2283565,10,3,24,34.285714286,46,46
2283567,16,2,17,41.463414634,24,24
2283573,13,8,20,14.285714286,120,120
2283578,17,0,,,,0
2283579,10,2,6,22.222222222,21,21
2283581,16,6,14,87.5,30,30
2283585,17,0,,,6,6
2283586,6,0,,,36,36
2283587,10,5,43,43,57,57
2283597,17,0,,,15,15
2283604,10,3,40,57.142857143,30,30
2283607,17,3,4,50,4,4
2283612,10,0,,,5,5
2283616,10,8,24,100,,0
2283617,17,3,8.97,42.714285714,12.03,12.03
2283623,17,3,12,44.444444444,15,15
2283627,10,0,,,21,21
2283630,10,8,127,84.105960265,24,24
2283632,17,3,20,35.087719298,37,37
2283633,10,2,216,90,24,24
2283634,10,2,27,42.857142857,36,36
2283637,5,0,,,,0
2283640,13,8,10,14.285714286,60,60
2283641,7,8,11,11.340206186,86,86
2283642,10,8,31,20.529801325,120,120
2283643,26,0,,,60,60
2283644,16,0,,,30,30
2283645,10,0,,,21,21
2283646,17,0,,,13,13
2283647,10,0,,,30,30
2283649,10,0,,,,3
2283651,17,3,2,20,8,8
2283652,24,0,,,21,21
2283653,17,3,8,19.512195122,33,33
2283656,30,2,38,34.545454545,72,72
2283657,10,0,,,46,46
2283659,16,2,13,35.135135135,24,24
2283660,10,7,114,75.496688742,37,37
2283662,10,8,19,51.351351351,18,18
2283663,16,0,,,6,12
2283664,10,0,,,292,292
2283666,10,2,49,40.495867769,72,72
2283669,16,8,1,100,,0
2283670,17,8,1,100,,0
2283671,10,8,91,60.264900662,60,60
2283672,16,0,,,144,144
2283673,17,0,,,0.99,0.99
2283675,15,0,,,60,60
2283676,17,0,,,,0
2283678,13,7,10,27.027027027,27,27
2283679,13,8,4,4.347826087,88,88
2283680,16,8,3,11.111111111,24,24
2283683,17,0,,,0.0328515112,0.0328515112
2283694,17,3,7.96,79.6,2.04,2.04
2283696,10,0,,,16,16
2283699,10,4,40,40,60,60
2283701,15,0,,,18,18
2283702,21,8,19,19.587628866,78,78
2283703,10,0,,,108,108
2283707,16,8,2,4.8780487805,39,39
2283710,10,2,33,55,27,27
2283717,10,0,,,137,137
2283719,10,2,102.7,76.074074074,32.3,32.3
2283720,5,0,,,70,70
2283723,16,0,,,,0
2283726,10,2,14,23.333333333,46,46
2283728,5,2,26,45.614035088,31,31
2283730,16,0,,,24,24
2283731,17,0,,,,0
2283733,10,8,5.97,33.166666667,12.03,12.03
2283736,13,8,5,10.869565217,41,41
2283737,16,0,,,4.56,4.56
2283739,17,8,9.9671484888,99.671484888,0.0328515112,0.0328515112
2283741,21,0,,,96,96
2283742,10,0,,,18,18
2283743,17,0,,,,0
2283744,17,3,1.9,23.75,6.1,6.1
2283746,21,2,134.96714849,99.975665547,0.0328515112,0.0328515112
2283747,10,8,30,81.081081081,7,7
2283748,10,8,3,16.666666667,15,15
2283750,17,3,5.54,55.4,4.46,4.46
2283751,17,0,,,18,18
2283752,27,8,144,40,216,216
2283753,16,8,14.97,55.444444444,12.03,12.03
2283754,10,3,56,57.731958763,41,41
2283755,17,5,1,100,,0
2283756,10,8,7,18.918918919,30,30
2283758,17,8,6,100,,0
2283762,27,0,,,262,262
2283763,28,0,,,3,9
2283766,10,2,14,23.333333333,46,46
2283767,5,0,,,33,33
2283768,27,0,,,132,132
2283776,17,0,,,0.76,0.76
2283783,17,8,8,100,,0
2283786,21,8,49,50.515463918,48,48
2283790,10,0,,,77,77
2283797,10,2,60,50,60,60
2283801,17,5,2.97,19.8,12.03,12.03
2283802,16,0,,,30,30
2283803,10,7,13,22.807017544,44,44
2283804,5,0,,,24,24
2283805,10,2,75,31.25,165,165
2283806,10,2,95,39.583333333,145,145
2283807,16,0,,,27,27
2283809,13,0,,,27,27
2283810,29,8,3,16.666666667,9,15
2283811,13,0,,,190,190
2283812,16,0,,,0.03,0.03
2283818,13,0,,,24,24
2283819,10,0,,,18,18
2283822,15,0,,,37,37
2283831,10,0,,,120,120
2283837,17,0,,,4.03,4.03
2283840,17,0,,,9,9
2283841,17,0,,,4.13,4.13
2283844,17,0,,,0.62,0.62
2283845,17,0,,,4.76,4.76
2283846,13,0,,,46,46
2283851,17,3,3,50,3,3
2283857,17,3,8,66.666666667,4,4
2283858,10,7,65,34.574468085,123,123
2283862,16,6,3,6.5217391304,49,49
2283863,10,7,29,56.862745098,22,22
2283864,17,2,3,75,,1
2283865,16,2,12,44.444444444,6,15
2283866,16,0,,,,0
2283867,13,0,,,12.03,12.03
2283868,13,0,,,72,72
2283872,10,5,102,38.93129771,160,160
2283876,10,4,51,37.777777778,84,84
2283878,30,6,6,100,10,12
2283880,10,0,,,46,46
2283882,13,0,,,51,51
2283885,10,0,,,70,70
2283888,10,2,33,47.142857143,37,37
2283894,16,8,5,12.195121951,36,36
2283896,10,8,6,20,24,24
2283897,16,8,30,17.142857143,145,145
2283899,7,8,47,48.453608247,50,50
2283900,30,0,,,,0
2283904,17,0,,,11,11
2283907,16,0,,,9,9
2283908,7,8,61,50.41322314,60,60
2283909,27,8,82,31.297709924,180,180
2283911,17,3,3.77,62.833333333,2.23,2.23
2283913,17,0,,,7,7
2283917,7,7,37,38.144329897,60,60
2283918,19,0,,,151,151
2283919,27,2,150,71.428571429,60,60
2283920,17,0,,,29,29
2283921,16,0,,,24,24
2283926,17,0,,,1.66,1.66
2283928,16,2,27,100,,0
2283929,10,7,20,10.638297872,168,168
2283931,13,0,,,57,57
2283935,10,2,20,15.384615385,110,110
2283937,10,2,6,28.571428571,15,15
2283938,13,0,,,33,33
2283940,7,8,76,50.331125828,75,75
2283941,16,8,5,13.888888889,31,31
2283942,13,0,,,95,95
2283944,13,0,,,37,37
2283945,13,0,,,77,77
2283946,16,0,,,,0
2283947,16,6,6,33.333333333,24,24
2283952,16,2,27,100,,0
2283953,27,0,,,180,180
2283959,17,0,,,30,30
2283961,17,3,18,54.545454545,15,15
2283965,17,3,2,20,8,8
2283966,17,0,,,,0
2283967,16,8,4,40,6,6
2283968,24,0,,,36,36
2283970,17,0,,,0.39,0.39
2283972,17,0,,,6,6
2283973,26,0,,,90,90
2283982,17,0,,,37,37
2283983,16,7,12,40,18,18
2283984,17,3,24,34.285714286,46,46
2283985,1,0,,,,0
2283987,16,7,0.97,97,0.03,0.03
2283988,13,2,52,52,48,48
2283989,7,7,13,18.571428571,57,57
2283990,7,0,,,60,60
2283991,16,0,,,2,6
2283993,7,7,46,65.714285714,24,24
2283994,17,0,,,0.82,0.82
2283995,17,3,6,60,4,4
2283996,13,0,,,87,87
2283997,10,5,15,17.24137931,72,72
2283998,10,1,6,28.571428571,27,27
2284000,17,3,4,40,6,6
2284005,17,3,4.84,60.5,3.16,3.16
2284006,17,3,9,19.565217391,37,37
2284007,16,0,,,,0
2284009,4,0,,,217,217
2284013,10,0,,,120,120
2284016,17,3,3,12.5,21,21
2284018,16,8,30,38.461538462,48,48
2284019,10,2,51,33.774834437,100,100
2284021,10,0,,,60,60
2284022,17,8,,,6,6
2284024,17,0,,,,6
2284025,9,0,,,,0
2284029,17,3,6,10.526315789,51,51
2284031,17,0,,,4.59,4.59
2284034,10,3,12,40,18,18
2284035,7,8,72.97,75.226804124,12.03,24.03
2284039,10,3,9,19.565217391,37,37
2284041,9,0,,,1.49,1.49
2284042,17,3,6.51,81.375,1.49,1.49
2284045,7,7,60,76.923076923,18,18
2284046,17,0,,,7,7
2284048,10,3,40,57.142857143,30,30
2284050,13,0,,,,0
2284051,17,0,,,1.2,1.2
2284052,10,3,3,37.5,5,5
2284053,17,3,5.74,57.4,4.26,4.26
2284054,10,7,142,54.198473282,120,120
2284055,16,2,3,10,27,27
2284056,17,0,,,0.95,0.95
2284057,17,0,,,1.25,1.25
2284058,16,7,18,100,,0
2284060,27,7,37,100,,0
2284061,26,8,31,20.529801325,120,120
2284062,10,0,,,84,84
2284063,17,0,,,33,33
2284064,17,0,,,3,3
2284067,17,0,,,0.85,0.85
2284068,17,0,,,1.59,1.59
2284070,4,7,37,100,,0
2284071,10,0,,,60,60
2284074,17,3,8,19.512195122,33,33
2284075,16,8,14,35.897435897,25,25
2284076,16,7,5,83.333333333,1,1
2284077,10,3,91,60.264900662,60,60
2284078,17,0,,,1.26,1.26
2284082,17,3,12,40,18,18
2284084,16,8,24.97,67.486486486,12.03,12.03
2284085,10,7,10,21.739130435,36,36
2284086,10,8,1.97,13.133333333,13.03,13.03
2284092,10,5,20,10.638297872,168,168
2284098,16,0,,,,0
2284100,16,0,,,,6
2284101,10,7,16.97,56.566666667,13.03,13.03
2284102,30,0,,,3,5
2284104,16,2,14,51.851851852,13,13
2284106,16,0,,,51,51
2284110,16,8,6,100,,0
2284111,10,8,70,100,,0
2284112,13,4,24,100,,0
2284113,17,0,,,0.0328515112,0.0328515112
2284115,10,8,,,469.99,469.99
2284116,16,2,256,87.671232877,36,36
2284118,5,2,24,100,,0
2284119,17,0,,,4.16,4.16
2284121,23,0,,,,0
2284123,17,0,,,21,21
2284124,17,0,,,77,77
2284125,10,0,,,60,60
2284126,16,0,,,61,61
2284127,10,0,,,120,120
2284128,16,0,,,46,46
2284130,17,0,,,1.76,1.76
2284132,27,8,15,11.111111111,120,120
2284134,17,0,,,14,14
2284136,5,5,67,44.370860927,84,84
2284137,17,0,,,2,2
2284138,10,7,142,54.198473282,120,120
2284139,7,5,25,25.773195876,60,72
2284140,17,3,5,62.5,3,3
2284141,7,8,37,38.144329897,60,60
2284142,13,0,,,30,30
2284143,13,0,,,63,63
2284145,17,0,,,12,12
2284147,17,3,12,44.444444444,15,15
2284148,28,0,,,12.03,12.03
2284149,17,0,,,0.72,0.72
2284150,16,8,19,79.166666667,5,5
2284152,13,8,22,31.428571429,48,48
2284153,7,8,115,48.936170213,120,120
2284154,10,0,,,46,46
2284159,16,0,,,30,30
2284160,16,0,,,13,13
2284162,17,3,7.38,73.8,2.62,2.62
2284164,16,8,24,80,,6
2284165,10,8,31,20.529801325,120,120
2284166,10,2,20,20,80,80
2284167,10,2,119.96714849,99.972623741,0.0328515112,0.0328515112
2284169,10,0,,,3.71,3.71
2284170,16,2,27,100,,0
2284172,13,0,,,51,51
2284173,17,0,,,2,2
2284175,9,0,,,,0
2284177,17,3,5.34,66.75,2.66,2.66
2284179,16,2,6,18.181818182,27,27
2284180,16,2,52,86.666666667,,8
2284181,17,0,,,4,4
2284183,16,0,,,24,24
2284185,10,2,19,31.666666667,41,41
2284188,17,0,,,1.3,1.3
2284189,13,1,6,6.6666666667,96,96
2284190,17,8,4,22.222222222,14,14
2284192,13,0,,,180,180
2284193,7,0,,,120,120
2284194,17,0,,,6,6
2284195,17,6,18,60,48,48
2284196,17,0,,,0.0328515112,0.0328515112
2284197,10,4,42,70,18,18
2284198,13,0,,,34,34
2284199,17,0,,,14,14
2284203,17,0,,,7,7
2284204,13,8,,,,12
2284205,13,7,1,2.7027027027,36,36
2284206,10,8,3.36,33.6,6.64,6.64
2284207,21,7,28,40,42,42
2284208,17,0,,,1.43,1.43
2284209,10,5,11.967148489,99.726237407,0.0328515112,0.0328515112
2284213,30,0,,,,0
2284215,16,4,13,25.490196078,38,38
2284216,10,2,78,45.882352941,92,92
2284218,17,0,,,1.03,1.03
2284219,7,8,96,40,144,144
2284220,10,0,,,64,64
2284222,7,7,87,64.444444444,48,48
2284223,10,8,43,28.476821192,108,108
2284225,17,8,15,29.411764706,36,36
2284226,26,0,,,188,188
2284227,17,0,,,7,7
2284229,10,0,,,109,109
2284230,10,0,,,33,33
2284231,13,7,36,46.753246753,41,41
2284232,17,8,11,14.285714286,66,66
2284233,7,0,,,120,120
2284235,26,2,75,34.246575342,144,144
2284236,13,0,,,84,84
2284237,17,0,,,7.36,7.36
2284238,17,3,3,20,12,12
2284239,10,2,24,34.285714286,46,46
2284241,17,0,,,12,12
2284244,10,0,,,37,37
2284245,16,0,,,,0
2284247,16,0,,,,6
2284248,10,4,48,28.571428571,120,120
2284250,13,0,,,60,60
2284252,10,0,,,51,51
2284254,13,2,74,67.272727273,36,36
2284255,17,0,,,0.82,0.82
2284256,17,3,1.18,19.666666667,4.82,4.82
2284262,17,0,,,7,7
2284264,22,2,54,69.230769231,24,24
2284266,16,2,3,10,27,27
2284267,1,0,,,,0
2284269,10,0,,,120,120
2284270,21,0,,,108,108
2284271,17,7,3,14.285714286,18,18
2284274,8,0,,,,6
2284275,10,8,24,27.586206897,63,63
2284276,17,0,,,1.16,1.16
2284277,17,8,22,47.826086957,24,24
2284279,17,7,3,14.285714286,18,18
2284281,16,8,6,16.666666667,30,30
2284282,10,0,,,3.89,8.89
2284283,13,6,21,41.176470588,72,72
2284287,10,4,71,65.740740741,37,37
2284290,17,0,,,18,18
2284291,13,2,60,33.333333333,120,120
2284292,30,0,,,,0
2284293,21,5,7,46.666666667,,8
2284294,10,2,52,74.285714286,18,18
2284298,16,0,,,36,36
2284300,10,4,9,19.565217391,37,37
2284302,10,5,67,28.510638298,168,168
2284303,16,2,33.967148489,99.903377908,0.0328515112,0.0328515112
2284305,11,0,,,46,46
2284306,17,3,6.38,63.8,3.62,3.62
2284308,10,8,30,81.081081081,,7
2284309,27,8,25,20.661157025,96,96
2284310,28,8,3,25,9,9
2284312,10,8,72,66.666666667,36,36
2284313,7,8,20,9.5238095238,190,190
2284314,10,8,57,52.777777778,51,51
2284316,17,0,,,4.92,4.92
2284317,17,0,,,0.0328515112,0.0328515112
2284318,17,8,2,33.333333333,,4
2284319,17,2,2.97,19.8,12.03,12.03
2284321,10,0,,,70,70
2284323,10,8,24,80,6,6
2284324,17,0,,,57,57
2284325,16,0,,,21,21
2284326,17,0,,,15,15
2284328,17,3,25,54.347826087,21,21
2284330,17,8,6,20,24,24
2284331,10,8,74,28.244274809,188,188
2284333,10,8,112,38.356164384,180,180
2284334,13,0,,,51,51
2284336,17,0,,,1.03,1.03
2284337,13,0,,,24,24
2284342,24,0,,,21,21
2284344,10,5,5.97,33.166666667,12.03,12.03
2284345,17,3,18,60,12,12
2284349,10,2,29,50.877192982,28,28
2284351,7,8,61,50.41322314,60,60
2284352,13,0,,,18,18
2284353,17,0,,,12,12
2284355,16,0,,,,0
2284356,10,2,76,50.331125828,75,75
2284358,13,0,,,15,15
2284360,13,0,,,120,120
2284362,16,0,,,24,24
2284363,13,0,,,42,42
2284364,13,0,,,46,46
2284365,10,0,,,,0
2284366,17,0,,,4.76,4.76
2284367,10,8,12.54,69.666666667,5.46,5.46
2284372,17,0,,,24,24
2284374,30,,,,,0
2284376,17,6,4,66.666666667,10,10
2284377,13,0,,,30,30
2284378,16,7,4,40,,6
2284379,5,2,41,100,,0
2284381,10,8,60,16.666666667,300,300
2284382,30,0,,,,0
2284383,13,0,,,51,51
2284384,10,8,12,20,48,48
2284385,13,0,,,384,384
2284388,11,0,,,,0
2284389,17,0,,,0.85,0.85
2284390,16,7,1,100,,0
2284391,10,0,,,121,121
2284392,10,0,,,168,168
2284393,10,0,,,295,295
2284396,17,0,,,0.85,0.85
2284397,26,2,12,21.052631579,45,45
2284398,13,0,,,46,46
2284399,17,0,,,0.79,0.79
2284400,10,6,42,18.421052632,270,270
2284403,17,0,,,1.03,1.03
2284404,10,0,,,2.07,2.07
2284405,4,7,51,37.777777778,84,84
2284406,10,2,27,31.034482759,60,60
2284408,17,0,,,8,8
2284409,16,2,24,80,6,6
2284410,13,2,39,25.82781457,112,112
2284411,17,0,,,5.46,5.46
2284412,13,0,,,37,37
2284413,10,0,,,48,48
2284416,27,4,52,17.808219178,240,240
2284417,10,2,79,90.804597701,2,8
2284418,4,2,7,18.918918919,30,30
2284419,17,0,,,1.66,1.66
2284420,10,2,4,33.333333333,,8
2284424,17,0,,,4.79,4.79
2284425,10,2,27,31.034482759,60,60
2284427,10,2,30,50,30,30
2284428,10,0,,,60,60
2284430,10,0,,,200,200
2284431,13,0,,,57,57
2284433,10,8,15,11.111111111,120,120
2284437,17,8,17,41.463414634,24,24
2284440,13,6,15,14.285714286,120,120
2284441,13,0,,,39,39
2284442,10,0,,,33,33
2284443,10,0,,,12,12
2284444,21,7,37,38.144329897,60,60
2284445,17,0,,,24,24
2284446,26,0,,,60,60
2284447,17,0,,,24,24
2284448,7,8,120,57.142857143,90,90
2284449,17,8,3.38,28.166666667,8.62,8.62
2284451,26,0,,,70,70
2284452,13,0,,,70,70
2284453,10,2,37,52.857142857,33,33
2284455,7,0,,,240,240
