USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2378908,28,0,,,37,37
2378909,17,0,,,6.3,6.3
2378910,17,0,,,5,5
2378911,10,8,27,52.941176471,24,24
2378912,16,0,,,46,46
2378913,10,2,15,32.608695652,31,31
2378914,1,6,14,30.434782609,60,60
2378915,30,0,,,,0
2378916,10,0,,,140,140
2378917,10,2,5.9671484888,99.452474814,0.0328515112,0.0328515112
2378918,17,3,12,50,12,12
2378919,10,8,94,62.251655629,57,57
2378920,10,8,60,33.333333333,120,120
2378921,17,3,3.88,32.333333333,3.12,8.12
2378922,17,0,,,8,8
2378924,5,2,19,51.351351351,18,18
2378925,9,0,,,,0
2378926,10,0,,,120,120
2378927,10,0,,,60,60
2378928,10,8,6,13.043478261,40,40
2378929,17,0,,,7,7
2378930,10,5,46,100,,0
2378931,10,0,,,46,46
2378932,16,2,31,83.783783784,6,6
2378933,16,8,3,16.666666667,15,15
2378934,17,0,,,18,18
2378935,13,0,,,40,40
2378936,17,0,,,1.66,1.66
2378939,17,0,,,10,10
2378940,9,8,,,0.0328515112,0.0328515112
2378941,17,3,7,46.666666667,8,8
2378942,17,3,1,100,,0
2378943,10,8,55,36.42384106,96,96
2378944,13,4,29,37.662337662,48,48
2378945,10,4,24.93,67.378378378,12.07,12.07
2378946,10,3,40,57.142857143,30,30
2378948,27,0,,,16,16
2378949,10,3,22,47.826086957,24,24
2378950,17,3,2,25,6,6
2378951,17,3,23,62.162162162,14,14
2378952,10,3,37.97,74.450980392,13.03,13.03
2378953,17,3,12,40,18,18
2378954,17,0,,,,0
2378955,13,0,,,84,84
2378956,13,0,,,37,37
2378957,17,3,9,60,6,6
2378958,26,8,10,14.285714286,60,60
2378959,10,7,31,20.529801325,120,120
2378960,17,3,6,40,9,9
2378961,10,0,,,63,63
2378962,13,0,,,85,85
2378963,17,3,2,100,,0
2378964,21,0,,,82,82
2378965,17,3,2,100,,0
2378966,17,6,6,100,12,12
2378967,22,2,150,41.666666667,210,210
2378968,17,3,6,40,9,9
2378969,16,6,6,33.333333333,24,24
2378970,17,3,24,100,,0
2378971,10,8,100,42.553191489,135,135
2378972,17,3,1,100,,0
2378973,13,0,,,120,120
2378975,16,0,,,96,96
2378976,17,3,9,60,6,6
2378977,13,2,4,13.333333333,26,26
2378978,10,5,1,0.826446281,120,120
2378979,10,4,11.967148489,99.726237407,0.0328515112,0.0328515112
2378980,17,0,,,2.33,2.33
2378981,17,0,,,12.39,12.39
2378982,17,3,9.78,65.2,5.22,5.22
2378983,17,0,,,34,34
2378984,17,0,,,39,39
2378985,27,2,52,17.808219178,240,240
2378986,10,0,,,46,46
2378987,10,5,20,54.054054054,17,17
2378988,10,8,30,14.285714286,180,180
2378989,29,0,,,41,41
2378990,17,0,,,3.2,3.2
2378991,13,0,,,87,87
2378992,10,0,,,188,188
2378993,17,8,16.34,77.80952381,4.66,4.66
2378994,7,0,,,120,120
2378995,16,7,6,100,,0
2378996,17,0,,,29,29
2378997,10,2,82,31.297709924,180,180
2378998,16,5,30,19.480519481,124,124
2378999,7,8,61,40.397350993,90,90
2379000,13,8,9,17.647058824,42,42
2379001,18,0,,,,0
2379002,13,8,12,40,18,18
2379003,28,0,,,21,21
2379004,13,7,8,4.2553191489,180,180
2379005,17,0,,,16,16
2379006,17,8,13,35.135135135,24,24
2379007,16,7,6,100,,0
2379008,16,2,46,100,,0
2379009,10,2,94,35.877862595,168,168
2379010,17,0,,,2.3,2.3
2379011,17,6,1,14.285714286,8,8
2379012,13,0,,,100,100
2379013,16,0,,,,0
2379014,17,0,,,5.36,5.36
2379015,16,0,,,,0
2379016,10,0,,,180,180
2379017,17,0,,,37,37
2379018,10,1,2,33.333333333,8,8
2379019,10,0,,,41,41
2379020,10,5,24.97,67.486486486,12.03,12.03
2379021,17,3,4,40,6,6
2379022,17,0,,,12,12
2379023,16,0,,,15,15
2379024,10,2,12,19.047619048,51,51
2379025,10,8,19,12.582781457,132,132
2379026,10,7,5,3.5714285714,135,135
2379027,28,0,,,45,45
2379028,10,7,2.97,19.8,12.03,12.03
2379029,10,8,19,12.582781457,132,132
2379030,27,0,,,78,78
2379031,10,7,15,50,15,15
2379032,10,0,,,250,250
2379033,10,2,52,19.847328244,210,210
2379034,10,7,22,47.826086957,24,24
2379035,13,8,2,6.6666666667,28,28
2379036,16,0,,,1.69,1.69
2379037,16,0,,,,0
2379038,21,8,7,46.666666667,,8
2379039,25,7,10,41.666666667,14,14
2379040,15,0,,,14,14
2379041,16,0,,,,0
2379042,10,7,61,25.957446809,174,174
2379043,10,8,15,26.315789474,42,42
2379044,25,8,22.08,81.777777778,4.92,4.92
2379045,10,8,27,42.857142857,36,36
2379046,10,7,79,52.317880795,72,72
2379047,7,8,25,20.661157025,96,96
2379048,10,0,,,180,180
2379049,10,0,,,57,57
2379050,16,2,20,48.780487805,21,21
2379051,10,8,108,64.285714286,60,60
2379052,27,7,112,38.356164384,180,180
2379053,10,0,,,108,108
2379054,17,3,2,13.333333333,13,13
2379055,10,0,,,87,87
2379056,7,8,27,47.368421053,30,30
2379057,10,8,9,37.5,15,15
2379058,10,0,,,120,120
2379059,22,0,,,469.99,469.99
2379060,13,0,,,155,155
2379061,10,8,48,22.857142857,162,162
2379062,1,0,,,12,12
2379063,17,6,4,57.142857143,11,11
2379064,27,8,,,469.99,469.99
2379065,30,0,,,0.07,1.07
2379066,10,0,,,60,60
2379067,10,0,,,240,240
2379068,13,7,9,42.857142857,6,12
2379069,7,0,,,469.99,469.99
2379070,10,8,68,36.170212766,120,120
2379071,10,0,,,151,151
2379072,16,0,,,13,13
2379073,13,6,3,5.2631578947,60,60
2379074,10,0,,,66,66
2379075,10,8,19,51.351351351,18,18
2379076,16,8,12,100,,0
2379077,27,8,2.9671484888,29.671484888,0.0328515112,7.0328515112
2379078,16,8,,,0.03,12.03
2379079,7,0,,,210,210
2379080,16,7,,,176,176
2379081,13,0,,,14.46,14.46
2379082,17,0,,,6,6
2379083,17,0,,,3.75,3.75
2379084,17,3,5.97,33.166666667,12.03,12.03
2379085,16,0,,,27,27
2379086,16,8,1,2.7027027027,36,36
2379087,10,0,,,106,106
2379088,17,0,,,27,27
2379089,17,3,4,40,6,6
2379090,13,0,,,57,57
2379091,17,0,,,5.49,5.49
2379092,16,8,6,100,,0
2379093,10,0,,,41,41
2379094,16,0,,,105,105
2379095,10,0,,,37,37
2379096,10,0,,,180,180
2379097,29,8,11.97,99.75,0.03,0.03
2379098,22,5,,,469.99,469.99
2379099,17,0,,,12.03,12.03
2379100,7,0,,,120,120
2379101,10,0,,,33,33
2379102,13,8,10,21.739130435,36,36
2379103,13,7,30,42.857142857,40,40
2379104,10,0,,,120,120
2379105,10,8,16,34.782608696,30,30
2379106,27,0,,,360,360
2379107,16,8,15,100,,0
2379108,10,3,6,25,18,18
2379109,10,0,,,228,228
2379110,10,7,3,9.0909090909,30,30
2379111,17,0,,,2,2
2379112,13,8,35,29.166666667,85,85
2379113,4,5,6,13.043478261,40,40
2379114,10,8,21,70,3,9
2379115,10,2,1,0.5319148936,187,187
2379116,15,8,5,9.8039215686,46,46
2379117,10,8,15,26.315789474,42,42
2379118,23,8,138,57.5,102,102
2379119,10,7,103,68.21192053,48,48
2379120,17,0,,,,0
2379121,13,0,,,30,30
2379122,10,7,90,42.857142857,120,120
2379125,16,0,,,87,87
2379126,27,2,36,20,144,144
2379127,30,0,,,6,6
2379128,21,0,,,63,63
2379129,16,0,,,39,39
2379130,17,0,,,6,6
2379131,27,7,,,324,324
2379132,13,0,,,24,24
2379133,10,4,29,37.662337662,48,48
2379134,7,7,33,47.142857143,37,37
2379135,10,8,50,23.80952381,160,160
2379136,13,0,,,,0
2379137,17,6,2.64,44,8.64,8.64
2379138,16,0,,,24,24
2379139,10,0,,,50,50
2379140,17,3,13,18.571428571,57,57
2379141,10,8,111,82.222222222,24,24
2379142,10,2,32,45.714285714,38,38
2379143,17,0,,,3.23,3.23
2379144,10,2,13,18.571428571,57,57
2379145,13,0,,,50,50
2379146,16,7,,,,0
2379147,25,0,,,4,4
2379148,17,0,,,3.72,3.72
2379149,1,7,19,51.351351351,18,18
2379150,17,0,,,16,16
2379151,17,0,,,8,8
2379152,10,4,21,36.842105263,36,36
2379153,16,0,,,24,24
2379154,10,2,27,25,81,81
2379155,10,8,10,100,,0
2379156,9,0,,,,0
2379157,17,3,0.64,32,1.36,1.36
2379158,29,0,,,27,27
2379159,17,3,3.61,24.066666667,11.39,11.39
2379161,17,0,,,6,6
2379162,17,4,3,12.5,21,21
2379167,17,0,,,6.13,6.13
2379172,24,8,6,33.333333333,12,12
2379174,17,8,6,25,18,18
2379175,27,7,144,44.444444444,180,180
2379180,10,0,,,96,96
2379181,16,0,,,27,27
2379182,16,8,14.97,55.444444444,12.03,12.03
2379183,10,0,,,51,51
2379184,11,0,,,,0
2379185,13,0,,,27,27
2379186,17,0,,,42,42
2379187,17,3,5.37,53.7,4.63,4.63
2379188,16,7,12,100,,0
2379189,13,0,,,70,70
2379190,10,3,46,65.714285714,24,24
2379191,10,3,15,11.111111111,120,120
2379192,10,3,30,42.857142857,40,40
2379193,17,3,13,61.904761905,8,8
2379194,13,8,6,25,18,18
2379195,13,7,5.97,33.166666667,12.03,12.03
2379196,13,0,,,40,40
2379197,10,0,,,96,96
2379198,10,2,31,25.619834711,90,90
2379199,27,8,120,33.333333333,240,240
2379200,25,0,,,120,120
2379201,13,0,,,72,72
2379202,10,0,,,264,264
2379203,27,8,,,300,300
2379204,10,0,,,70,70
2379205,17,0,,,15,15
2379206,17,0,,,10,10
2379207,13,6,23,62.162162162,60,60
2379208,29,7,12,100,,0
2379209,13,8,10,10.869565217,82,82
2379210,27,8,10,14.285714286,60,60
2379211,10,8,16,34.782608696,30,30
2379212,10,2,30,50,30,30
2379213,15,0,,,24,24
2379214,10,3,127,75.595238095,41,41
2379215,10,0,,,120,120
2379216,8,1,15,40.540540541,52,52
2379217,7,8,31,60.784313725,20,20
2379218,16,8,3.24,32.4,6.76,6.76
2379219,10,4,41,58.571428571,29,29
2379220,17,0,,,0.0328515112,0.0328515112
2379221,17,3,6,40,9,9
2379222,10,0,,,12,12
2379223,10,3,33,47.142857143,37,37
2379224,13,1,17,36.956521739,63,63
2379225,17,0,,,,0
2379226,5,0,,,60,60
2379227,16,0,,,,0
2379228,17,0,,,12.03,12.03
2379229,10,0,,,120,120
2379230,17,3,3.99,49.875,4.01,4.01
2379231,10,3,33,47.142857143,37,37
2379232,9,0,,,,0
2379233,7,7,38,34.545454545,72,72
2379234,10,8,14,30.434782609,32,32
2379235,9,0,,,,0
2379236,16,8,21,100,,0
2379237,17,8,2,25,6,6
2379238,17,0,,,10,10
2379239,13,0,,,27,27
2379240,10,2,30,19.867549669,121,121
2379241,10,2,24,19.834710744,97,97
2379242,13,0,,,27,27
2379243,10,8,130,49.618320611,132,132
2379244,10,8,9,15.789473684,48,48
2379245,10,2,59,28.095238095,151,151
2379246,10,0,,,135,135
2379247,13,0,,,78,78
2379248,13,0,,,360,360
2379249,13,0,,,37,37
2379250,17,0,,,6,6
2379251,17,3,6,60,4,4
2379252,4,0,,,41,41
2379253,10,8,9,15.789473684,48,48
2379254,13,0,,,57,57
2379255,26,8,43.9,77.01754386,13.1,13.1
2379256,10,7,59.967148489,99.945247481,0.0328515112,0.0328515112
2379257,17,8,5.93,74.125,2.07,2.07
2379258,13,7,9,15.789473684,48,48
2379259,17,0,,,3.85,3.85
2379260,10,0,,,77,77
2379261,10,7,21.67,65.666666667,11.33,11.33
2379262,17,3,10.97,73.133333333,4.03,4.03
2379263,21,8,34,48.571428571,36,36
2379264,17,3,4,50,4,4
2379266,10,0,,,120,120
2379267,10,8,7,11.111111111,56,56
2379268,4,0,,,48,48
2379269,17,3,4,40,6,6
2379270,10,0,,,120,120
2379271,13,0,,,87,87
2379272,13,5,16,43.243243243,21,21
2379273,17,0,,,24,24
2379274,17,3,4.39,54.875,3.61,3.61
2379275,1,0,,,18,18
2379276,17,0,,,27,27
2379277,17,7,23.97,64.783783784,13.03,13.03
2379278,17,3,5,33.333333333,10,10
2379279,17,0,,,12.03,12.03
2379280,17,0,,,2.3,2.3
2379281,17,0,,,1.2,1.2
2379282,16,8,6,25,18,18
2379283,13,8,6,25,18,18
2379284,17,0,,,1.23,1.23
2379285,17,0,,,12,12
2379286,10,8,34,28.099173554,87,87
2379287,17,0,,,21,21
2379288,17,0,,,1.23,1.23
2379289,13,0,,,70,70
2379290,10,0,,,46,46
2379291,10,3,28,60.869565217,18,18
2379292,10,3,22,59.459459459,15,15
2379293,17,0,,,12,12
2379294,29,8,5.9671484888,49.726237407,0.0328515112,6.0328515112
2379295,7,0,,,97,97
2379296,10,2,13,35.135135135,24,24
2379297,13,0,,,100,100
2379298,10,0,,,121,121
2379299,10,8,13,35.135135135,24,24
2379300,17,8,36.967148489,99.911212132,0.0328515112,0.0328515112
2379301,10,8,82,31.297709924,180,180
2379302,17,0,,,3.42,3.42
2379303,13,8,34,48.571428571,36,36
2379304,17,6,15,71.428571429,36,36
2379306,17,0,,,2.95,2.95
2379307,17,0,,,12,12
2379308,17,0,,,2.3,2.3
2379309,16,8,11,19.298245614,46,46
2379310,17,3,8.97,42.714285714,12.03,12.03
2379311,17,0,,,5,5
2379312,17,0,,,18,18
2379313,17,0,,,1.59,1.59
2379314,17,0,,,12.03,12.03
2379315,16,0,,,57,57
2379316,17,3,3.61,60.166666667,2.39,2.39
2379317,10,7,102,75.555555556,33,33
2379318,10,3,17.97,59.9,12.03,12.03
2379319,10,0,,,18,18
2379320,17,5,3,11.111111111,24,24
2379321,17,0,,,10,10
2379322,11,8,32,53.333333333,28,28
2379323,10,2,27,20,108,108
2379324,10,0,,,168,168
2379325,10,0,,,37,37
2379326,17,0,,,,0
2379327,10,2,79,52.317880795,72,72
2379328,17,3,4,50,4,4
2379329,17,0,,,7,7
2379330,30,0,,,,8
2379331,22,7,60,16.666666667,300,300
2379332,10,2,38,28.148148148,97,97
2379333,17,0,,,18,18
2379334,10,0,,,120,120
2379335,17,0,,,21,21
2379336,17,3,21,51.219512195,20,20
2379337,13,0,,,30,30
2379338,17,8,6,50,6,6
2379339,27,8,12,20,48,48
2379340,17,6,21,77.777777778,48,48
2379341,13,0,,,57,57
2379342,10,2,47,27.976190476,121,121
2379343,16,0,,,6,6
2379344,17,0,,,10,10
2379345,17,3,5,33.333333333,10,10
2379346,13,8,44,31.428571429,96,96
2379347,10,0,,,84,84
2379348,17,3,18,75,,6
2379349,21,2,14,16.091954023,73,73
2379350,10,0,,,60,60
2379351,27,0,,,360,360
2379352,17,2,9,60,,6
2379353,26,7,33,57.894736842,24,24
2379354,27,8,,,240,240
2379355,10,0,,,120,120
2379356,10,3,10,55.555555556,8,8
2379357,16,7,2,25,6,6
2379358,27,8,,,360,360
2379359,17,0,,,8,8
2379360,10,3,11.97,49.875,12.03,12.03
2379361,4,7,26,56.52173913,20,20
2379362,17,3,4,33.333333333,8,8
2379363,17,3,4,40,6,6
2379364,17,0,,,0.76,0.76
2379365,10,2,13,35.135135135,24,24
2379366,17,3,6.74,67.4,3.26,3.26
2379367,10,2,40,33.333333333,80,80
2379368,17,3,6,28.571428571,15,15
2379369,17,0,,,16,16
2379370,17,0,,,30,30
2379371,17,0,,,0.95,0.95
2379372,17,3,3,14.285714286,18,18
2379373,10,8,10,14.285714286,60,60
2379374,13,0,,,37,37
2379375,10,5,204,85,36,36
2379376,10,5,6,20,24,24
2379377,10,5,23.967148489,99.863118703,0.0328515112,0.0328515112
2379378,17,0,,,41,41
2379379,16,8,5.97,33.166666667,12.03,12.03
2379380,13,8,6,20,24,24
2379381,10,0,,,16,16
2379382,27,7,126,60,84,84
2379383,10,8,13,13,87,87
2379384,17,0,,,2.82,2.82
2379385,16,8,2,13.333333333,13,13
2379386,16,8,12,100,,0
2379387,16,5,30,58.823529412,21,21
2379389,21,8,17,45.945945946,20,20
2379390,17,0,,,16,16
2379391,16,2,30,100,,0
2379392,16,,,,0.0328515112,0.0328515112
2379393,29,8,2,11.111111111,8,16
2379394,29,7,11.97,49.875,12.03,12.03
2379395,23,,,,,0
2379396,10,0,,,57,57
2379397,13,2,18,60,,12
2379398,10,4,37,100,,0
2379399,17,3,6,20,24,24
2379400,30,0,,,,0
2379401,11,0,,,,0
2379402,9,,,,,0
2379403,16,,,,,0
2379404,17,5,1,6.6666666667,14,14
2379405,17,3,8,100,,0
2379406,10,8,1.41,23.5,4.59,4.59
2379407,16,7,10,55.555555556,8,8
2379408,10,0,,,120,120
2379409,26,0,,,469.99,469.99
2379410,13,0,,,30,30
2379411,17,3,6,25,18,18
2379412,10,0,,,37,37
2379413,17,3,3,10,27,27
2379414,27,7,90,25,270,270
2379415,13,0,,,38,38
2379416,10,8,82,31.297709924,180,180
2379417,7,7,15,19.230769231,63,63
2379419,26,1,25,20,150,150
2379420,10,0,,,37,37
2379421,10,0,,,120,120
2379422,17,3,3,20,12,12
2379423,10,3,2,33.333333333,4,4
2379424,10,0,,,151,151
2379425,1,2,10,100,,0
2379426,10,3,94,62.251655629,57,57
2379427,16,2,6,25,18,18
2379428,7,0,,,120,120
2379429,10,3,51,47.222222222,57,57
2379430,16,2,0,0,24,24
2379431,13,2,11,10.185185185,97,97
2379432,13,0,,,60,60
2379433,10,8,57.97,82.814285714,12.03,12.03
2379434,10,8,13,35.135135135,24,24
2379435,17,3,11,52.380952381,10,10
2379436,17,3,9,27.272727273,24,24
2379437,7,7,168,46.666666667,192,192
2379438,9,0,,,3,3
2379439,10,0,,,0.03,0.03
2379440,13,0,,,22,22
2379441,26,6,45,33.333333333,180,180
2379442,15,2,21,87.5,,3
2379443,17,0,,,6,6
2379444,17,5,6,18.181818182,27,27
2379445,10,8,39,28.888888889,96,96
2379446,21,0,,,,6
2379447,17,0,,,14,14
2379448,17,0,,,4.04,4.04
2379449,30,0,,,4,4
2379450,10,0,,,120,120
2379451,17,7,8.97,42.714285714,12.03,12.03
2379452,17,3,2,16.666666667,10,10
2379453,17,0,,,3.78,3.78
2379454,17,0,,,4.07,4.07
2379455,10,4,4,33.333333333,4,8
2379456,17,3,5,23.80952381,16,16
2379457,16,0,,,,0
2379458,17,3,8,66.666666667,4,4
2379459,17,3,4,40,6,6
2379461,17,0,,,24,24
2379462,13,0,,,36,36
2379463,17,3,3,12.5,21,21
2379464,26,7,,,420,420
2379465,10,7,10,14.285714286,60,60
2379466,17,0,,,24,24
2379467,26,7,,,384,384
2379468,10,2,52,34.437086093,99,99
2379469,10,2,10,14.285714286,60,60
2379470,21,7,14.967148489,55.433883292,0.0328515112,12.032851511
2379471,15,0,,,21,21
2379472,20,0,,,37,37
2379473,21,2,10.7,39.62962963,16.3,16.3
2379475,10,2,128,68.085106383,60,60
2379476,10,0,,,120,120
2379477,17,0,,,0.0328515112,0.0328515112
2379478,17,0,,,1.2,1.2
2379479,30,0,,,,1
2379480,13,0,,,34,34
2379481,10,8,48,28.571428571,120,120
2379482,13,2,36,42.857142857,48,48
2379483,10,8,12,100,,0
2379484,17,0,,,0.0328515112,4.0328515112
2379485,17,0,,,8,8
2379486,10,8,11.97,49.875,12.03,12.03
2379487,16,2,41,63.076923077,24,24
2379488,17,0,,,0.79,0.79
2379489,16,,,,0.0328515112,0.0328515112
2379490,21,0,,,234,234
2379491,10,8,78,46.428571429,90,90
2379492,10,7,15,11.111111111,120,120
2379493,10,0,,,2.69,2.69
2379494,17,0,,,4,4
2379495,17,3,7,18.918918919,30,30
2379496,10,0,,,120,120
2379497,10,0,,,45,45
2379498,30,0,,,,0
2379499,10,0,,,2.66,2.66
2379500,10,0,,,60,60
2379501,27,7,9,10.344827586,78,78
2379502,17,0,,,6,6
2379503,17,0,,,1.62,1.62
2379504,13,0,,,70,70
2379505,17,0,,,6,6
2379506,16,0,,,,0
2379507,10,8,142,54.198473282,120,120
2379508,17,3,3,12.5,21,21
2379509,17,0,,,59,59
2379510,26,8,19,19.587628866,78,78
2379511,24,0,,,,6
2379512,17,0,,,3.23,3.23
2379513,13,0,,,37,37
2379514,16,8,15,71.428571429,6,6
2379515,21,2,68,36.170212766,120,120
2379516,10,2,91,60.264900662,60,60
2379517,16,2,18,100,,0
2379518,16,8,15,45.454545455,18,18
2379519,13,0,,,16,16
2379520,29,8,18,100,,0
2379521,16,8,11,26.829268293,30,30
2379522,10,8,30,42.857142857,40,40
2379523,17,0,,,8,8
2379524,17,3,1.97,13.133333333,13.03,13.03
2379525,17,0,,,21,21
2379526,13,0,,,140,140
2379527,13,8,50,45.454545455,60,60
2379528,17,0,,,18,18
2379529,17,0,,,1.85,1.85
2379530,17,0,,,,0
2379531,10,0,,,120,120
2379532,29,8,6,100,,0
2379533,10,0,,,46,46
2379534,17,7,3,12.5,21,21
2379535,17,8,4,100,,0
2379536,17,0,,,39,39
2379537,17,3,10,33.333333333,20,20
2379538,16,0,,,0.16,0.16
2379539,13,8,60,71.428571429,24,24
2379540,17,8,1,16.666666667,5,5
2379541,7,0,,,469.99,469.99
2379542,10,4,42,73.684210526,15,15
2379543,26,0,,,51,51
2379544,29,2,57,100,,0
2379545,17,8,0.85,42.5,1.15,1.15
2379546,16,0,,,24,24
2379547,17,0,,,18,18
2379548,17,0,,,1.13,1.13
2379549,29,2,45,78.947368421,,12
2379550,17,3,5.97,33.166666667,12.03,12.03
2379551,16,7,11.97,49.875,12.03,12.03
2379552,17,3,1,10,9,9
2379553,4,0,,,0.23,0.23
2379554,13,0,,,12.03,18.03
2379555,10,0,,,117,117
2379556,16,0,,,27,27
2379557,10,0,,,12.03,12.03
2379558,26,2,12,44.444444444,15,15
2379559,17,3,2,8.3333333333,22,22
2379560,17,0,,,12.03,12.03
2379561,16,0,,,,0
2379562,13,2,24,100,,0
2379563,17,0,,,8,8
2379564,13,0,,,18,18
2379565,17,0,,,0.85,0.85
2379566,17,0,,,1.03,1.03
2379567,17,0,,,0.85,0.85
2379568,1,0,,,12.03,12.03
2379569,17,0,,,7,7
2379570,17,3,2.97,19.8,12.03,12.03
2379571,17,6,8,50,24,24
2379572,17,0,,,21,21
2379573,10,8,18,7.8947368421,210,210
2379574,17,0,,,17.53,17.53
2379575,10,2,4,10.810810811,33,33
2379576,17,0,,,12,12
2379577,17,0,,,21,21
2379578,17,6,12,200,18,18
2379580,17,3,3,50,3,3
2379581,13,7,6,20,24,24
2379582,10,8,8.97,42.714285714,12.03,12.03
2379583,17,0,,,24,24
2379584,17,0,,,27,27
2379585,17,0,,,21,21
2379586,17,0,,,1.43,1.43
2379587,13,0,,,46,46
2379588,17,3,6,40,9,9
2379589,10,8,29,50.877192982,28,28
2379590,16,,,,0.0328515112,0.0328515112
2379591,10,2,87,80.555555556,21,21
2379592,10,3,8,66.666666667,4,4
2379593,17,0,,,1.16,1.16
2379594,16,7,18,100,,0
2379595,10,8,16,28.070175439,41,41
2379596,27,0,,,71,71
2379597,9,0,,,,0
2379598,10,8,22,47.826086957,24,24
2379599,13,8,4,33.333333333,,8
2379600,17,8,14,58.333333333,10,10
2379601,17,0,,,10,10
2379602,17,0,,,18,18
2379603,13,0,,,41,41
2379604,10,8,33.97,73.847826087,12.03,12.03
2379605,16,2,33,37.931034483,54,54
2379606,10,3,43,61.428571429,27,27
2379607,17,0,,,8,8
2379608,10,3,2.15,35.833333333,3.85,3.85
2379609,10,1,8,24.242424242,41,41
2379610,17,3,16,34.782608696,30,30
2379611,17,0,,,9,9
2379612,10,2,42,35,78,78
2379613,17,0,,,0.79,0.79
2379614,10,3,14,34.146341463,27,27
2379615,17,3,5,33.333333333,10,10
2379616,10,4,31,20.529801325,120,120
2379617,17,0,,,6,6
2379618,17,3,2,6.6666666667,28,28
2379619,10,8,15,11.111111111,120,120
2379620,13,0,,,51,51
2379621,17,3,3.9,65,2.1,2.1
2379622,10,0,,,24,24
2379623,24,7,4,40,6,6
2379624,10,2,6,10.526315789,51,51
2379626,17,0,,,0.95,0.95
2379627,17,0,,,2.37,2.37
2379628,10,8,8,8.6956521739,84,84
2379629,17,0,,,1.13,1.13
2379630,17,0,,,21,21
2379631,13,0,,,120,120
2379632,17,0,,,0.59,0.59
2379633,30,0,,,3,3
2379634,13,0,,,384,384
2379635,16,5,44,73.333333333,16,16
2379636,10,0,,,168,168
2379637,4,1,27,47.368421053,84,84
2379638,16,0,,,,2
2379639,16,2,21,100,,0
2379640,17,0,,,2.2,2.2
2379641,16,0,,,,6
2379642,10,8,20,11.904761905,148,148
2379643,17,3,12,36.363636364,21,21
2379644,17,8,6,33.333333333,12,12
2379645,13,0,,,33,33
2379646,13,0,,,84,84
2379647,10,0,,,4.79,4.79
2379648,10,8,52,17.808219178,240,240
2379649,17,0,,,34,34
2379650,13,2,7,10,63,63
2379651,27,7,37,30.578512397,84,84
2379652,17,0,,,24,24
2379653,16,0,,,27,27
2379654,20,0,,,63,63
2379655,17,0,,,0.56,0.56
2379656,20,7,14,10.37037037,121,121
2379657,17,0,,,1.69,1.69
2379658,4,0,,,120,120
2379659,17,0,,,1.2,1.2
2379660,17,0,,,0.89,0.89
2379661,16,8,23,40.350877193,34,34
2379662,17,,,,0.0328515112,0.0328515112
2379663,10,0,,,46,46
2379664,17,8,2,20,8,8
2379665,10,3,52,74.285714286,18,18
2379666,17,3,4,40,6,6
2379667,10,7,17,45.945945946,20,20
2379668,17,0,,,21,21
2379669,21,8,,,469.99,469.99
2379670,10,2,28,40,42,42
2379671,10,3,33,47.142857143,37,37
2379672,13,0,,,63,63
2379673,10,0,,,37,37
2379674,10,0,,,4.14,4.14
2379675,16,0,,,12.03,12.03
2379676,13,0,,,60,60
2379677,17,3,0.81,13.5,5.19,5.19
2379678,10,2,96,57.142857143,72,72
2379679,16,8,5.97,19.9,24.03,24.03
2379680,10,2,14,34.146341463,27,27
2379681,17,3,6,33.333333333,12,12
2379682,17,0,,,8,8
2379683,10,0,,,17.66,17.66
2379684,10,2,33,55,27,27
2379685,17,0,,,24,24
2379686,17,0,,,3.3,3.3
2379687,9,0,,,0.23,0.23
2379688,7,7,49,85.964912281,8,8
2379689,26,8,6,11.764705882,45,45
2379690,13,0,,,70,70
2379691,26,0,,,70,70
2379692,13,0,,,41,41
2379693,16,5,48,80,12,12
2379694,13,8,21,36.842105263,36,36
2379695,10,2,24.97,67.486486486,12.03,12.03
2379696,8,6,36,120,66,66
2379697,16,8,4,50,4,4
2379698,17,0,,,24,24
2379699,16,8,6,25,18,18
2379700,17,0,,,8,8
2379701,17,3,2.25,22.5,7.75,7.75
2379702,17,0,,,1.46,1.46
2379703,17,0,,,4.66,4.66
2379704,10,4,21,56.756756757,16,16
2379705,26,0,,,120,120
2379706,17,6,2,16.666666667,14,14
2379707,16,0,,,4,4
2379709,16,8,14.97,55.444444444,12.03,12.03
2379710,17,0,,,3,3
2379711,17,0,,,1.1,1.1
2379712,10,0,,,30,30
2379713,10,2,144,40,216,216
2379714,10,0,,,46,46
2379715,10,5,6,22.222222222,21,21
2379716,17,0,,,1.12,1.12
2379718,25,0,,,12.03,12.03
2379719,13,0,,,45,45
2379720,13,0,,,37,37
2379721,17,0,,,16,16
2379722,10,5,16,34.782608696,30,30
2379723,10,0,,,66,66
2379724,12,0,,,6,12
2379725,10,2,222,76.02739726,70,70
2379726,10,0,,,70,70
2379727,17,3,2.87,71.75,1.13,1.13
2379728,17,0,,,14,14
2379729,17,0,,,6,12
2379730,24,0,,,12.03,12.03
2379731,17,0,,,4.46,4.46
2379732,13,0,,,37,37
2379733,13,7,4,4,96,96
2379734,10,0,,,21,21
2379735,12,7,12.51,27.195652174,33.49,33.49
2379736,10,0,,,151,151
2379737,17,0,,,6,6
2379738,26,8,33,13.095238095,219,219
