USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2214714,10,7,18,100,,0
2214715,17,0,,,12.03,12.03
2214716,13,7,32,34.782608696,60,60
2214717,17,3,1,12.5,7,7
2214718,17,3,6,50,6,6
2214719,17,0,,,13,13
2214720,16,0,,,45,45
2214721,13,0,,,27,27
2214722,17,3,4,50,4,4
2214723,17,1,4,10.810810811,41,41
2214724,17,8,11,26.829268293,30,30
2214725,17,3,3,30,7,7
2214726,13,0,,,262,262
2214727,17,0,,,1.49,1.49
2214728,17,0,,,18,18
2214729,10,7,10,7.1428571429,130,130
2214730,13,0,,,57,57
2214731,17,3,14,24.561403509,43,43
2214732,17,0,,,1.1,1.1
2214733,17,0,,,0.76,0.76
2214734,17,3,3,50,3,3
2214735,17,0,,,21,21
2214736,21,2,8,26.666666667,22,22
2214737,17,0,,,1.08,1.08
2214738,13,0,,,63,63
2214739,5,0,,,,0
2214740,17,3,3.47,57.833333333,2.53,2.53
2214741,26,5,5,6.4935064935,72,72
2214742,17,8,1,100,,0
2214743,16,8,12,66.666666667,6,6
2214744,26,2,37,42.528735632,50,50
2214745,17,0,,,1.16,1.16
2214746,9,,,,1,1
2214747,30,0,,,,0
2214748,21,0,,,0.03,0.03
2214749,10,0,,,60,60
2214750,3,2,8,13.333333333,52,52
2214751,10,2,93,68.888888889,42,42
2214752,10,8,29.97,65.152173913,0.03,16.03
2214753,16,0,,,,0
2214754,16,0,,,,0
2214755,16,0,,,6,12
2214756,27,7,,,469.99,469.99
2214757,29,7,21,100,,0
2214758,30,0,,,,0
2214759,17,8,12,40,18,18
2214760,27,8,114,43.511450382,148,148
2214761,27,0,,,133,133
2214762,17,3,11,40.740740741,16,16
2214763,17,8,27,47.368421053,30,30
2214764,27,2,180,50,180,180
2214765,17,0,,,19,19
2214766,10,7,19,51.351351351,18,18
2214767,10,8,9.74,36.074074074,17.26,17.26
2214768,17,3,12,40,18,18
2214769,16,2,53,28.191489362,135,135
2214770,13,8,2,6.6666666667,28,28
2214771,17,0,,,10,10
2214772,16,0,,,45,45
2214773,10,8,37,52.857142857,33,33
2214775,13,2,18,28.571428571,45,45
2214776,17,7,37,52.857142857,33,33
2214777,9,,,,12,12
2214778,16,,,,3.16,3.16
2214779,16,,,,3.16,3.16
2214780,16,0,,,,6
2214781,16,8,9,17.647058824,42,42
2214782,13,5,22,31.428571429,48,48
2214783,16,0,,,75,75
2214784,17,0,,,28,28
2214785,9,,,,6,6
2214786,9,,,,3,3
2214787,16,0,,,6,6
2214788,10,2,46,100,,0
2214789,17,7,7,46.666666667,8,8
2214790,17,3,4,40,6,6
2214791,16,0,,,18,18
2214792,17,0,,,10,10
2214793,22,0,,,188,188
2214794,10,2,6,2.5,234,234
2214795,26,8,31,20.529801325,120,120
2214796,17,0,,,8,8
2214797,17,0,,,0.0328515112,0.0328515112
2214798,17,0,,,0.0328515112,0.0328515112
2214799,10,0,,,60,60
2214800,4,,,,1,1
2214801,10,2,10,27.027027027,27,27
2214802,10,8,13,18.571428571,57,57
2214804,29,0,,,46,46
2214805,7,8,,,216,216
2214806,17,3,2,8.3333333333,22,22
2214807,16,7,10,100,,0
2214808,26,8,17,41.463414634,24,24
2214809,13,0,,,60,60
2214810,10,8,57,19.520547945,235,235
2214811,29,0,,,33,33
2214812,10,8,71,42.261904762,97,97
2214813,10,8,1,0.826446281,120,120
2214814,10,8,53,31.547619048,115,115
2214815,10,0,,,97,97
2214816,13,0,,,77,77
2214817,16,2,6,25,18,18
2214818,10,8,57,100,,0
2214819,16,5,,,,18
2214820,25,7,6,50,6,6
2214821,10,2,45,46.391752577,52,52
2214822,10,4,54,64.285714286,30,30
2214823,10,0,,,156,156
2214824,10,7,30,42.857142857,40,40
2214825,10,7,44,23.404255319,144,144
2214826,17,8,22,47.826086957,24,24
2214827,7,8,30,14.285714286,180,180
2214829,17,0,,,15,15
2214830,10,8,24,28.571428571,60,60
2214831,7,8,8,4.2553191489,180,180
2214832,7,0,,,210,210
2214833,16,5,39,44.827586207,48,48
2214834,16,0,,,60,60
2214835,26,7,41,100,,0
2214836,17,0,,,4,4
2214837,4,0,,,30,30
2214838,17,0,,,6,6
2214839,10,7,147,97.350993377,4,4
2214840,10,7,2.21,36.833333333,3.79,3.79
2214841,17,0,,,15,15
2214842,17,0,,,4.72,4.72
2214843,10,8,4,40,6,6
2214844,17,3,6,50,6,6
2214845,16,8,,,31,39
2214846,10,7,91,75.20661157,30,30
2214847,15,6,15,50,45,45
2214848,17,0,,,8,8
2214849,17,0,,,8,8
2214850,17,8,7,46.666666667,8,8
2214851,17,0,,,10,10
2214852,17,0,,,8,8
2214853,10,8,17,19.540229885,70,70
2214854,17,6,1,14.285714286,8,8
2214855,17,3,9,42.857142857,12,12
2214856,9,0,,,,0
2214857,17,0,,,30,30
2214858,15,6,15,50,45,45
2214859,10,8,23,32.857142857,47,47
2214860,29,8,6,25,18,18
2214861,26,1,2,1.2345679012,164,164
2214862,10,8,48,28.571428571,120,120
2214863,17,8,9,42.857142857,12,12
2214864,10,8,12,4.1095890411,280,280
2214865,10,2,4,33.333333333,,8
2214866,10,7,14,14.432989691,83,83
2214867,10,2,19,70.37037037,3,8
2214868,15,8,6,50,,6
2214869,13,0,,,,6
2214870,10,2,55,36.42384106,96,96
2214871,26,8,3,5.8823529412,48,48
2214872,17,3,3,10,27,27
2214873,16,0,,,,3
2214874,16,8,6,100,,0
2214875,10,7,30,47.619047619,33,33
2214876,13,2,6,13.043478261,40,40
2214877,13,6,27,81.818181818,60,60
2214878,13,0,,,16,16
2214879,21,8,10,100,,0
2214880,17,8,9.9671484888,99.671484888,0.0328515112,0.0328515112
2214881,9,6,6,100,12,12
2214882,10,7,13,18.571428571,57,57
2214883,10,8,,,180,180
2214884,17,8,20.18,74.740740741,6.82,6.82
2214885,16,2,12,20,48,48
2214886,13,0,,,15,15
2214887,10,5,44,62.857142857,26,26
2214889,10,0,,,60,60
2214891,17,0,,,46,46
2214892,10,8,10,14.285714286,60,60
2214893,17,3,7,46.666666667,8,8
2214894,10,2,,,240,240
2214895,4,0,,,,0
2214896,17,0,,,1.08,1.08
2214897,16,8,9.97,99.7,0.03,0.03
2214898,10,7,5.97,33.166666667,12.03,12.03
2214899,21,8,8,11.428571429,62,62
2214900,16,2,8,19.047619048,34,34
2214901,10,0,,,20.69,20.69
2214902,10,7,8,38.095238095,13,13
2214903,13,0,,,18,18
2214904,13,0,,,116,116
2214905,21,8,103,85.123966942,18,18
2214906,17,0,,,,0
2214907,17,5,37,80.434782609,9,9
2214908,17,5,11,19.298245614,46,46
2214909,13,5,10,83.333333333,,2
2214910,17,5,5,10.869565217,41,41
2214911,13,8,55,23.404255319,180,180
2214912,17,5,23,56.097560976,18,18
2214913,17,8,2.51,25.1,7.49,7.49
2214914,16,0,,,,0
2214915,17,0,,,14,14
2214916,26,0,,,138,138
2214917,10,2,81,53.642384106,70,70
2214918,15,0,,,15,15
2214919,26,7,37,34.905660377,69,69
2214920,17,0,,,21,21
2214921,7,8,18,23.076923077,60,60
2214922,17,0,,,6,6
2214923,17,5,22,47.826086957,24,24
2214924,17,0,,,30,30
2214925,10,2,33.97,73.847826087,12.03,12.03
2214926,16,7,18,35.294117647,33,33
2214927,10,2,59,53.636363636,51,51
2214928,16,4,5,83.333333333,,1
2214929,30,0,,,,0
2214930,17,8,4,66.666666667,2,2
2214931,30,0,,,,0
2214932,17,3,6.24,62.4,3.76,3.76
2214933,17,3,23,85.185185185,4,4
2214934,17,0,,,1.56,1.56
2214935,17,0,,,0.89,0.89
2214936,17,0,,,1.56,1.56
2214937,17,0,,,6,6
2214938,17,3,3,37.5,5,5
2214939,13,4,16,43.243243243,21,21
2214940,20,6,23,23.711340206,120,120
2214941,17,0,,,14,14
2214942,17,0,,,1.59,1.59
2214943,17,5,15,62.5,9,9
2214944,7,8,11,19.298245614,46,46
2214945,9,,,,0.0328515112,0.0328515112
2214946,17,5,9,19.565217391,37,37
2214947,10,2,54,32.142857143,114,114
2214948,8,7,12,100,,0
2214949,7,8,51,37.777777778,84,84
2214950,17,0,,,4,4
2214952,30,0,,,,0
2214953,17,3,12,57.142857143,9,9
2214983,29,8,24,100,,0
2214985,30,0,,,,0
2214987,10,2,221.34,94.187234043,13.66,13.66
2214988,10,0,,,94,94
2214989,22,4,,,368,368
2214991,10,4,132.97,63.319047619,77.03,77.03
2214992,12,4,26.97,99.888888889,0.03,0.03
2214993,17,8,5.9671484888,99.452474814,0.0328515112,0.0328515112
2214994,25,0,,,,0
2214995,10,8,9,19.565217391,37,37
2214996,17,0,,,0.59,0.59
2214997,16,8,21,36.842105263,36,36
2214998,17,0,,,15,15
2214999,16,2,13,35.135135135,24,24
2215000,21,5,19,12.582781457,132,132
2215001,16,0,,,,0
2215002,17,8,34,48.571428571,36,36
2215003,15,0,,,,0
2215004,16,7,23.77,99.041666667,0.23,0.23
2215005,16,8,10,100,,0
2215006,13,2,19,21.83908046,68,68
2215007,10,8,37,30.578512397,84,84
2215008,10,0,,,120,120
2215009,17,0,,,13,13
2215010,16,8,7,46.666666667,8,8
2215011,10,2,72,60,48,48
2215012,17,0,,,15,15
2215013,17,8,1,100,,0
2215014,10,2,16,66.666666667,8,8
2215015,13,8,19,19.587628866,78,78
2215016,17,0,,,10,10
2215017,17,0,,,15,15
2215018,17,0,,,6,6
2215019,10,8,10,14.285714286,60,60
2215020,30,0,,,,0
2215021,10,2,84.84,78.555555556,23.16,23.16
2215022,22,4,204,62.962962963,120,120
2215023,30,0,,,,0
2215024,30,0,,,,0
2215025,16,2,24,72.727272727,9,9
2215026,10,8,33,64.705882353,18,18
2215027,13,4,4,9.756097561,37,37
2215028,10,2,84.84,78.555555556,23.16,23.16
2215029,16,6,30,100,60,60
2215030,16,8,13,22.807017544,44,44
2215031,13,0,,,96,96
2215032,17,3,3.64,36.4,6.36,6.36
2215033,17,0,,,8,8
2215034,21,7,17,19.540229885,70,70
2215035,16,8,3,16.666666667,15,15
2215036,10,4,110,58.510638298,78,78
2215037,17,0,,,57,57
2215038,10,2,,,37.3,37.3
2215039,7,8,48,28.571428571,120,120
2215040,10,0,,,120,120
2215041,10,0,,,60,60
2215042,10,8,15,16.304347826,77,77
2215043,21,2,75,55.555555556,60,60
2215044,10,0,,,121,121
2215045,7,0,,,168,168
2215046,17,0,,,6,6
2215047,8,7,6,100,,0
2215048,22,7,,,324,324
2215049,16,8,11.97,33.25,24.03,24.03
2215050,27,0,,,469.99,469.99
2215051,7,7,19,19.587628866,78,78
2215052,22,7,,,324,324
2215053,17,0,,,1.1,1.1
2215055,17,0,,,1.69,1.69
2215056,16,0,,,,0
2215057,4,6,13,18.309859155,84,84
2215058,10,0,,,70,70
2215059,27,8,37,30.578512397,84,84
2215060,16,0,,,16,16
2215061,17,0,,,,0
2215062,10,3,7.97,37.952380952,13.03,13.03
2215063,16,8,37,38.144329897,60,60
2215064,1,8,12,100,,0
2215065,10,7,7.9671484888,99.58935611,0.0328515112,0.0328515112
2215066,17,3,4.9,81.666666667,1.1,1.1
2215067,16,0,,,57,57
2215068,27,8,112,38.356164384,180,180
2215069,10,8,10,7.6923076923,120,120
2215070,9,,,,12,12
2215071,9,,,,6,6
2215072,10,0,,,57,57
2215073,9,,,,6,6
2215074,9,,,,6,6
2215075,17,0,,,10,10
2215076,10,2,22,47.826086957,24,24
2215077,17,0,,,0.89,0.89
2215078,10,8,7,18.918918919,30,30
2215079,15,0,,,15,15
2215080,10,8,21,13.907284768,130,130
2215081,17,0,,,0.69,0.69
2215082,10,8,10,14.285714286,60,60
2215083,17,0,,,0.72,0.72
2215084,17,3,8,19.512195122,33,33
2215085,9,,,,6,6
2215086,17,3,10,55.555555556,8,8
2215087,21,8,65,60.185185185,43,43
2215088,17,0,,,13,13
2215089,26,0,,,432,432
2215090,10,2,247.08,82.36,52.92,52.92
2215091,26,8,79,52.317880795,72,72
2215092,17,0,,,57,57
2215093,16,2,12,100,,0
2215094,17,3,9.8,65.333333333,5.2,5.2
2215095,27,2,107,36.643835616,185,185
2215096,7,0,,,121,121
2215097,13,0,,,180,180
2215098,17,,,,0.0328515112,0.0328515112
2215099,10,7,25,25,75,75
2215100,16,2,17.97,59.9,12.03,12.03
2215101,16,2,66,84.615384615,,12
2215102,16,8,,,,24
2215103,17,3,6,28.571428571,15,15
2215104,17,0,,,41,41
2215105,17,5,6,10.526315789,51,51
2215106,10,8,33,19.642857143,135,135
2215107,10,2,51,58.620689655,36,36
2215108,17,0,,,4,4
2215109,16,2,65,48.148148148,70,70
2215110,17,0,,,0.0328515112,0.0328515112
2215111,17,0,,,15,15
2215112,10,2,46,58.974358974,32,32
2215113,5,7,7,70,3,3
2215114,17,0,,,4.82,4.82
2215115,21,0,,,78,78
2215116,10,8,10,19.607843137,41,41
2215117,10,7,13,20.634920635,50,50
2215118,17,5,11,26.829268293,30,30
2215119,10,7,33,19.642857143,135,135
2215120,16,0,,,36,36
2215121,17,8,28.97,70.658536585,12.03,12.03
2215122,10,2,58,53.703703704,50,50
2215124,16,8,22,47.826086957,24,24
2215125,10,7,13,18.571428571,57,57
2215126,17,0,,,37,37
2215127,17,5,5,10.869565217,41,41
2215128,17,5,6.74,56.166666667,5.26,5.26
2215129,17,0,,,46,46
2215130,17,3,2,11.111111111,16,16
2215131,16,0,,,154,154
2215132,26,0,,,40,40
2215133,10,8,37,24.503311258,114,114
2215134,10,2,47,27.976190476,121,121
2215135,13,8,15,23.80952381,48,48
2215136,17,0,,,14,14
2215137,13,8,20,35.087719298,37,37
2215138,17,8,11.97,49.875,12.03,12.03
2215139,17,0,,,4.92,4.92
2215140,10,8,4,40,6,6
2215141,17,0,,,1.1,1.1
2215142,21,2,19,51.351351351,18,18
2215143,17,0,,,41,41
2215144,16,2,18,100,,0
2215145,29,8,2.04,20.4,2.96,7.96
2215146,17,0,,,24,24
2215147,13,0,,,24,24
2215148,13,0,,,30,30
2215149,16,0,,,,0
2215150,10,2,27,47.368421053,30,30
2215151,9,,,,6,6
2215152,16,8,9,15.789473684,48,48
2215153,13,2,24,100,,0
2215154,10,7,7,18.918918919,30,30
2215155,10,7,5.97,33.166666667,12.03,12.03
2215156,17,3,14,18.181818182,63,63
2215157,16,,,,0.99,0.99
2215158,10,8,100,34.246575342,192,192
2215159,17,3,12,40,18,18
2215160,17,0,,,2,2
2215161,10,2,106,40.458015267,156,156
2215162,1,8,8,100,,0
2215163,9,0,,,6,6
2215164,13,0,,,46,46
2215165,17,0,,,1.79,1.79
2215166,17,0,,,3,3
2215167,10,8,24.97,67.486486486,12.03,12.03
2215168,17,0,,,0.0328515112,0.0328515112
2215169,10,7,9,19.565217391,37,37
2215170,16,0,,,,2
2215171,17,0,,,2.36,2.36
2215172,17,0,,,3,3
2215173,10,0,,,6,6
2215174,10,8,6,6.8965517241,81,81
2215175,10,2,15,23.80952381,48,48
2215176,10,0,,,84,84
2215177,15,0,,,8.36,8.36
2215178,10,8,10,19.607843137,41,41
2215179,4,6,1.66,16.6,11.66,11.66
2215180,29,0,,,87,87
2215181,10,4,142,54.198473282,120,120
2215182,13,0,,,30,30
2215183,4,1,2,20,12,12
2215184,10,7,4.97,27.611111111,13.03,13.03
2215185,10,7,5.97,33.166666667,12.03,12.03
2215186,29,8,12,66.666666667,,6
2215187,7,0,,,210,210
2215188,5,8,6,50,,6
2215189,10,2,24,100,,0
2215190,10,0,,,10,10
2215191,17,3,4.28,42.8,5.72,5.72
2215192,16,8,8,100,,0
2215193,10,0,,,60,60
2215194,10,4,132,36.666666667,228,228
2215195,10,7,27,20,108,108
2215196,29,8,,,12.03,18.03
2215197,26,0,,,33,33
2215198,17,5,11.97,49.875,12.03,12.03
2215199,13,0,,,77,77
2215200,17,7,11,45.833333333,13,13
2215201,10,7,17,19.540229885,70,70
2215202,13,0,,,27,27
2215203,10,8,3,12.5,21,21
2215204,13,2,12,20,48,48
2215205,10,7,30,19.867549669,121,121
2215206,10,0,,,135,135
2215207,10,5,109,72.185430464,42,42
2215208,17,3,0.9671484888,96.714848883,0.0328515112,0.0328515112
2215209,10,2,1,2.4390243902,40,40
2215210,7,0,,,210,210
2215211,7,8,144,40,216,216
2215212,10,2,2.84,15.777777778,15.16,15.16
2215213,13,0,,,86,86
2215214,30,0,,,16,16
2215215,16,0,,,,0
2215216,26,0,,,33,33
2215217,10,8,,,360,360
2215218,10,7,21,19.444444444,87,87
2215219,17,8,2,20,8,8
2215220,7,5,75.77,78.113402062,21.23,21.23
2215221,16,0,,,30,30
2215222,10,8,6,20,24,24
2215223,17,0,,,14,14
2215224,10,8,3,5.8823529412,48,48
2215225,10,0,,,264,264
2215226,30,0,,,210,210
2215227,17,6,11,29.72972973,48,48
2215228,24,0,,,12.03,12.03
2215229,13,0,,,27,27
2215230,26,0,,,60,60
2215231,13,8,24,20,96,96
2215232,10,2,17.97,59.9,0.03,12.03
2215233,17,0,,,3.92,3.92
2215234,17,0,,,24,24
2215235,4,7,5,23.80952381,16,16
2215236,17,3,24.97,67.486486486,12.03,12.03
2215237,22,2,72,30,168,168
2215238,6,2,79,52.317880795,72,72
2215239,17,3,8.67,96.333333333,0.33,0.33
2215240,16,2,15,36.585365854,26,26
2215241,17,3,7.11,71.1,2.89,2.89
2215242,27,7,,,240,240
2215243,16,0,,,,6
2215244,10,0,,,4,7
2215245,10,7,42,20,168,168
2215246,10,7,88,58.278145695,63,63
2215247,13,4,10,27.027027027,27,27
2215248,10,7,9,15.789473684,48,48
2215249,13,0,,,65,65
2215250,10,7,19,51.351351351,18,18
2215251,22,2,48,20,192,192
2215252,10,8,67,31.904761905,143,143
2215253,10,2,14.97,55.444444444,0.03,12.03
2215254,17,0,,,15,15
2215255,17,0,,,10.46,10.46
2215257,13,0,,,180,180
2215258,17,0,,,1.1,1.1
2215259,16,8,15,100,,0
2215260,16,2,110,47.008547009,124,124
2215261,17,2,8,33.333333333,16,16
2215262,10,7,37,47.435897436,41,41
2215263,10,8,3,10,27,27
2215264,16,0,,,,6
2215265,26,2,60,55.555555556,48,48
2215266,9,,,,6,6
2215267,21,0,,,36,36
2215268,10,2,18,66.666666667,9,9
2215269,13,8,17,29.824561404,40,40
2215270,26,8,82,31.297709924,180,180
2215271,16,4,30,50,30,30
2215272,16,0,,,,0
2215273,22,8,,,324,324
2215274,17,8,10,14.285714286,60,60
2215275,10,7,22,8.3969465649,240,240
2215276,24,0,,,12.03,12.03
2215277,30,8,13,18.571428571,57,57
2215278,10,8,14,46.666666667,16,16
2215279,17,8,1.87,15.583333333,10.13,10.13
2215280,17,8,6,20,24,24
2215281,16,0,,,120,120
2215282,10,0,,,192,192
2215283,16,0,,,63,63
2215284,10,8,37,30.578512397,84,84
2215285,17,0,,,0.89,0.89
2215286,10,7,19,51.351351351,18,18
2215287,13,8,4,5.7142857143,66,66
2215288,17,3,1.9,31.666666667,4.1,4.1
2215289,10,8,10,14.285714286,60,60
2215290,17,0,,,1.23,1.23
2215291,10,2,10,27.027027027,27,27
2215292,10,0,,,18,18
2215293,17,3,4.55,56.875,3.45,3.45
2215294,10,4,21,13.907284768,130,130
2215295,16,8,8.97,42.714285714,12.03,12.03
2215296,10,0,,,6.33,6.33
2215297,17,0,,,0.79,0.79
2215298,30,0,,,0.0328515112,0.0328515112
2215299,13,0,,,40,40
2215300,21,2,133,56.595744681,102,102
2215301,17,3,10,55.555555556,8,8
2215302,10,0,,,8,16
2215303,10,0,,,37,37
2215304,17,5,5.18,51.8,4.82,4.82
2215305,17,0,,,3,3
2215306,17,0,,,1.03,1.03
2215307,16,2,63,100,,0
2215308,27,0,,,51,51
2215309,16,0,,,5.82,5.82
2215310,10,2,40,30.769230769,90,90
2215311,17,0,,,1.03,1.03
2215312,17,0,,,5,5
2215313,10,8,58,22.13740458,204,204
2215314,17,0,,,1.62,1.62
2215315,27,0,,,240,240
2215316,17,0,,,0.79,0.79
2215317,17,0,,,7.1,7.1
2215318,26,8,31,20.529801325,120,120
2215319,17,0,,,1.03,1.03
2215320,10,8,6,25,18,18
2215321,10,2,128,68.085106383,60,60
2215322,17,0,,,1.1,1.1
2215323,16,5,20.967148489,99.843564233,0.0328515112,0.0328515112
2215324,17,0,,,1.66,1.66
2215325,17,5,10,14.285714286,60,60
2215326,17,0,,,1.23,1.23
2215327,13,5,14,18.181818182,63,63
2215328,17,0,,,41,41
2215329,10,0,,,168,168
2215330,17,0,,,8,8
2215331,10,5,92,48.936170213,96,96
2215332,17,0,,,18,18
2215333,16,8,11,21.568627451,40,40
2215334,10,8,19,27.142857143,51,51
2215335,17,3,5,33.333333333,10,10
2215336,13,7,2,20,8,8
2215337,17,3,4,33.333333333,8,8
2215338,10,8,10.97,45.708333333,13.03,13.03
2215339,10,3,8.19,68.25,3.81,3.81
2215340,17,3,13,18.571428571,57,57
2215341,17,3,3,10,27,27
2215342,10,0,,,60,60
2215343,10,2,43,39.814814815,65,65
2215344,17,5,8,17.391304348,38,38
2215345,17,0,,,18,18
2215346,10,4,21,100,,0
2215347,10,8,1,6.6666666667,14,14
2215348,17,0,,,41,41
2215349,16,0,,,24.03,24.03
2215350,24,0,,,30,30
2215351,10,7,21,19.444444444,87,87
2215352,17,0,,,15,15
2215353,17,8,18,60,12,12
2215354,27,7,12,7.1428571429,156,156
2215355,10,2,10,21.739130435,36,36
2215356,10,2,45.74,99.434782609,0.26,0.26
2215357,16,0,,,,0
2215358,17,8,38.28,83.217391304,7.72,7.72
2215359,7,0,,,168,168
2215376,10,8,130,49.618320611,132,132
2215378,13,0,,,120,120
2215379,13,2,60,16.666666667,300,300
2215382,17,4,9.9671484888,99.671484888,0.0328515112,0.0328515112
2215383,17,3,9,60,6,6
2215385,10,2,145.15,69.119047619,64.85,64.85
2215386,16,2,60,80,15,15
2215387,16,0,,,0.0328515112,0.0328515112
2215389,10,0,,,120,120
2215390,16,0,,,,8
2215391,17,0,,,46,46
2215392,30,,,,,0
2215393,10,0,,,420,420
2215394,10,0,,,120,120
2215395,26,0,,,121,121
2215396,10,2,64,58.181818182,46,46
2215397,10,2,50.77,80.587301587,12.23,12.23
2215398,10,2,40,57.142857143,30,30
2215399,17,3,2,33.333333333,4,4
2215400,17,8,9.9671484888,99.671484888,0.0328515112,0.0328515112
2215401,10,0,,,60,60
2215402,17,3,9,60,6,6
2215403,21,0,,,300,300
2215404,10,2,50,57.471264368,37,37
2215405,28,4,36,42.857142857,48,48
2215406,21,4,43,31.851851852,92,92
2215407,7,8,67,69.072164948,30,30
2215408,13,0,,,126,126
2215409,17,0,,,1.56,1.56
2215410,10,3,33,47.142857143,37,37
2215411,10,8,5.9671484888,99.452474814,0.0328515112,0.0328515112
2215412,10,5,37,52.857142857,33,33
2215413,16,8,11,19.298245614,46,46
2215414,10,2,24,47.058823529,27,27
2215415,17,3,13,35.135135135,24,24
2215416,16,8,12,23.529411765,39,39
2215417,13,8,1,2.7027027027,36,36
2215418,27,8,,,240,240
2215419,17,7,6,25,18,18
2215420,25,0,,,4,4
2215421,10,4,30,30,70,70
2215422,10,3,93,55.357142857,75,75
2215423,16,8,14.967148489,71.272135661,0.0328515112,6.0328515112
2215424,10,8,2.97,24.75,0.03,9.03
2215425,17,3,9,19.565217391,37,37
2215426,30,8,1.67,83.5,0.33,0.33
2215427,21,2,18.24,49.297297297,18.76,18.76
2215428,12,8,10,100,,0
2215429,26,0,,,115,115
2215430,10,8,27,20,108,108
2215431,27,4,30,14.285714286,180,180
2215432,21,2,74,61.666666667,46,46
2215433,27,8,,,204,204
2215434,17,8,28,60.869565217,18,18
2215435,16,0,,,21,21
2215436,17,0,,,34,34
2215437,17,0,,,30,30
2215438,17,5,18,39.130434783,28,28
2215439,23,0,,,,0
2215440,17,3,12,100,,0
2215441,17,0,,,24,24
2215442,17,3,2.08,17.333333333,4.92,9.92
2215443,17,3,4,33.333333333,8,8
2215444,10,8,16,16,84,84
2215445,7,0,,,120,120
2215446,13,2,23,29.87012987,54,54
2215447,17,3,4,33.333333333,8,8
2215448,17,0,,,46,46
2215449,16,8,6,50,,6
2215450,17,8,2,22.222222222,7,7
2215451,10,2,14.08,30.608695652,31.92,31.92
2215452,16,5,3,3.4482758621,84,84
2215453,16,8,19,19.587628866,78,78
2215454,11,2,12,100,,0
2215455,17,8,6.31,63.1,3.69,3.69
2215456,24,0,,,27,27
2215457,16,0,,,,0
2215458,13,0,,,60,60
2215459,10,0,,,108,108
2215460,16,8,6,100,,0
2215461,10,7,6,25,18,18
2215462,13,2,30,100,,0
2215463,16,2,43,35.537190083,78,78
2215464,10,0,,,262,262
2215465,17,0,,,7,7
2215466,26,6,23,14.649681529,180,180
2215467,13,0,,,36,36
2215468,13,8,6,25,18,18
2215469,5,2,60,55.555555556,48,48
2215470,7,7,45,71.428571429,18,18
2215471,17,0,,,1.66,1.66
2215472,16,8,,,3,10
2215473,22,0,,,240,240
2215474,27,4,2.67,26.7,7.33,7.33
2215475,10,2,115,48.936170213,120,120
2215476,10,8,19,21.83908046,68,68
2215477,13,0,,,46,46
2215478,26,2,80,57.142857143,60,60
2215479,10,7,10,19.607843137,41,41
2215480,10,0,,,70,70
2215481,13,0,,,30,30
2215482,10,2,51,47.222222222,57,57
2215483,10,8,10,16.666666667,50,50
2215484,10,8,21,19.444444444,87,87
2215485,10,2,43,35.537190083,78,78
2215486,17,0,,,46,46
2215487,10,2,27,20,108,108
2215488,30,0,,,,0
2215489,16,8,45,33.333333333,90,90
2215490,10,0,,,24,24
2215491,17,0,,,2,2
2215492,17,0,,,75,75
2215493,27,0,,,108,108
2215494,13,8,15,17.24137931,72,72
2215495,5,8,6,50,,6
2215496,7,8,30,14.285714286,180,180
2215498,16,2,39,72.222222222,15,15
2215499,10,2,30,52.631578947,27,27
2215500,17,8,12,40,18,18
2215501,17,8,14,46.666666667,16,16
2215502,17,3,6.74,67.4,3.26,3.26
2215503,27,8,57,42.222222222,78,78
2215504,13,0,,,28,28
2215505,17,8,18,100,,0
2215506,16,0,,,6.3,6.3
2215507,17,0,,,15,15
2215508,10,0,,,180,180
2215509,24,0,,,8,8
2215510,10,8,9,19.565217391,37,37
2215511,8,0,,,36,36
2215512,16,0,,,111,111
2215513,10,7,19,51.351351351,18,18
2215514,21,0,,,51,51
2215515,10,8,17,70.833333333,7,7
2215516,10,7,10,21.739130435,36,36
2215517,16,2,14,27.450980392,37,37
2215518,16,0,,,60,60
2215519,10,0,,,12,12
2215520,10,7,70,100,,0
2215521,10,7,75,55.555555556,60,60
2215522,16,8,27,44.262295082,34,34
2215523,1,7,21,100,,0
2215524,10,8,45,19.14893617,190,190
2215525,10,3,33,47.142857143,37,37
2215526,10,8,90,42.857142857,120,120
2215527,10,8,21,11.602209945,160,160
2215528,13,0,,,70,70
2215529,10,2,44.97,78.894736842,12.03,12.03
2215530,13,0,,,180,180
2215531,17,0,,,3.65,3.65
2215532,17,0,,,0.79,0.79
2215534,10,0,,,60,60
2215535,10,2,40,57.142857143,30,30
2215536,17,0,,,0.82,0.82
2215537,17,3,3.7,61.666666667,2.3,2.3
2215538,29,2,6,100,,0
2215539,16,8,6,50,,6
2215540,17,0,,,0.69,0.69
2215541,19,4,,,324,324
2215542,30,0,,,,0
2215543,27,0,,,8,8
2215544,17,0,,,0.82,0.82
2215545,17,0,,,0.95,0.95
2215546,10,2,30,100,,0
2215547,17,0,,,1.03,1.03
2215548,10,2,38,54.285714286,32,32
2215549,17,0,,,0.85,0.85
2215550,17,0,,,1.2,1.2
2215551,17,0,,,0.56,0.56
2215552,17,0,,,1.03,1.03
2215553,26,8,51,72.857142857,19,19
2215554,10,7,6,25,18,18
2215555,16,8,1.97,98.5,0.03,0.03
2215556,10,2,107.97,89.975,12.03,12.03
