USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2182768,30,0,,,,0
2182769,30,0,,,,0
2182770,13,8,12,19.047619048,51,51
2182771,13,0,,,50,50
2182772,17,3,4.97,27.611111111,13.03,13.03
2182773,29,8,4,16.666666667,20,20
2182774,10,2,35,85.365853659,,6
2182775,17,0,,,8,8
2182776,17,8,8,17.391304348,38,38
2182777,27,2,62,23.664122137,200,200
2182778,21,8,18,75,,6
2182779,17,0,,,15,15
2182780,5,2,28,60.869565217,18,18
2182781,4,0,,,46,46
2182782,13,0,,,42,42
2182783,10,0,,,188,188
2182784,10,0,,,37,37
2182785,17,0,,,6,6
2182786,10,0,,,240,240
2182787,10,7,4.71,58.875,3.29,3.29
2182788,17,0,,,0.89,0.89
2182789,10,2,153,63.75,87,87
2182790,17,5,3,16.666666667,15,15
2182791,17,0,,,6.53,6.53
2182792,13,8,7,15.217391304,39,39
2182793,10,5,37,38.144329897,60,60
2182794,13,0,,,40,40
2182795,10,8,6,20,18,24
2182796,10,2,18,100,,0
2182797,16,8,11,40.740740741,16,16
2182798,26,0,,,78,78
2182799,17,8,26,56.52173913,20,20
2182800,17,0,,,2.07,2.07
2182801,13,2,15,20,60,60
2182802,16,0,,,,0
2182803,26,0,,,33,33
2182804,17,3,7,10,63,63
2182805,10,2,24.97,67.486486486,12.03,12.03
2182806,17,0,,,24,24
2182807,3,2,37,72.549019608,7,14
2182808,22,5,,,469.99,469.99
2182809,17,8,1,12.5,7,7
2182810,17,0,,,16,16
2182812,17,0,,,0.62,0.62
2182813,17,0,,,14,14
2182814,24,0,,,20,20
2182815,10,2,36,60,24,24
2182816,11,2,21,100,,0
2182817,17,0,,,16,16
2182818,16,0,,,15,15
2182819,10,5,45.967148489,99.928583671,0.0328515112,0.0328515112
2182820,13,0,,,12.03,12.03
2182821,17,3,20,35.087719298,37,37
2182822,10,3,5,41.666666667,7,7
2182823,10,8,10,100,,0
2182824,26,0,,,57,57
2182825,16,8,6,100,,0
2182826,10,8,31,20.529801325,120,120
2182827,10,2,24,47.058823529,27,27
2182828,17,0,,,4,4
2182829,17,8,5.28,52.8,4.72,4.72
2182830,17,3,7,38.888888889,11,11
2182831,17,0,,,1.2,1.2
2182832,16,0,,,,0
2182833,10,2,35.87,96.945945946,1.13,1.13
2182834,10,2,21.74,47.260869565,24.26,24.26
2182835,16,0,,,2,2
2182836,16,0,,,18,18
2182837,17,0,,,0.49,0.49
2182838,16,0,,,,0
2182839,7,5,39,50,39,39
2182840,10,5,7,18.918918919,30,30
2182841,17,3,2,20,8,8
2182842,13,8,22,23.913043478,70,70
2182843,13,8,10,21.739130435,36,36
2182844,10,8,5,33.333333333,10,10
2182845,17,0,,,5.03,5.03
2182846,17,0,,,0.62,0.62
2182847,17,0,,,24,24
2182848,10,2,18.05,48.783783784,18.95,18.95
2182849,10,0,,,21,21
2182850,17,0,,,1.35,1.35
2182851,17,0,,,0.69,0.69
2182852,10,8,4,40,,6
2182853,21,2,36,33.333333333,72,72
2182854,16,0,,,,6
2182855,26,2,17.967148489,59.890494963,0.0328515112,12.032851511
2182856,17,0,,,2.79,2.79
2182857,16,7,6,100,,0
2182858,10,2,57.97,82.814285714,12.03,12.03
2182859,7,7,60,28.571428571,150,150
2182860,7,8,15,23.80952381,48,48
2182861,17,0,,,0.62,0.62
2182862,17,3,2.87,35.875,5.13,5.13
2182863,10,2,76.51,56.674074074,58.49,58.49
2182864,16,8,4,100,,0
2182865,17,0,,,56,56
2182866,10,7,5,33.333333333,10,10
2182867,17,3,4,40,6,6
2182868,17,3,2,20,8,8
2182869,10,2,45,33.333333333,90,90
2182870,10,0,,,,6
2182871,16,0,,,3,3
2182872,10,0,,,240,240
2182873,16,0,,,27,27
2182874,17,0,,,15,15
2182876,13,8,12,13.043478261,80,80
2182877,16,8,3,11.111111111,24,24
2182878,26,2,77,76.237623762,24,24
2182879,10,0,,,71,71
2182880,17,0,,,34,34
2182881,10,8,30,65.217391304,16,16
2182882,16,0,,,18,18
2182883,10,0,,,60,60
2182884,17,3,9,60,6,6
2182885,17,0,,,30,30
2182886,10,7,6,20,24,24
2182887,26,8,10,14.285714286,60,60
2182888,17,0,,,12,12
2182889,10,2,43,61.428571429,27,27
2182890,15,0,,,18,18
2182891,17,0,,,1.18,1.18
2182892,17,0,,,1.16,1.16
2182893,17,3,12,40,18,18
2182894,17,0,,,0.76,0.76
2182895,22,6,64.99,16.04691358,469.99,469.99
2182896,13,2,10,100,,0
2182897,17,0,,,0.79,0.79
2182898,10,2,42,70,9,18
2182899,17,0,,,0.85,0.85
2182900,17,0,,,2.92,2.92
2182901,17,0,,,0.89,0.89
2182902,16,0,,,6,6
2182903,17,0,,,0.76,0.76
2182904,10,0,,,96,96
2182905,17,0,,,0.85,0.85
2182906,10,2,57.967148489,82.810212127,0.0328515112,12.032851511
2182907,17,0,,,0.66,0.66
2182908,29,0,,,46,46
2182909,10,2,19,51.351351351,18,18
2182910,17,0,,,1.1,1.1
2182911,10,2,21.84,72.8,0.16,8.16
2182912,17,0,,,0.89,0.89
2182913,17,3,3,14.285714286,18,18
2182914,10,8,6,25,18,18
2182915,17,3,5,62.5,3,3
2182916,13,0,,,46,46
2182917,16,5,31,93.939393939,2,2
2182918,10,2,166,63.358778626,96,96
2182919,15,0,,,18,18
2182920,16,0,,,4,4
2182921,7,0,,,120,120
2182922,10,8,9,11.688311688,68,68
2182923,26,8,1,0.8,124,124
2182924,10,0,,,294,294
2182925,17,3,3.67,61.166666667,2.33,2.33
2182926,9,0,,,0.03,0.03
2182927,17,0,,,2.95,2.95
2182928,10,2,45,41.666666667,63,63
2182929,10,8,4,33.333333333,8,8
2182930,10,7,4,33.333333333,4,8
2182931,13,0,,,34,34
2182932,17,3,5.61,56.1,4.39,4.39
2182933,17,3,4,40,6,6
2182934,10,0,,,120,120
2182935,16,8,10,100,,0
2182936,10,7,6,20,24,24
2182937,16,0,,,,0
2182938,16,7,21,100,,0
2182939,17,3,5.18,64.75,2.82,2.82
2182940,17,3,5.28,66,2.72,2.72
2182941,10,2,42,27.631578947,110,110
2182942,10,0,,,18,18
2182943,21,8,18,60,12,12
2182944,13,0,,,55,55
2182945,17,0,,,9,9
2182946,13,8,6,100,,0
2182947,13,8,3,5.8823529412,48,48
2182948,24,0,,,30,30
2182949,13,8,71,47.01986755,80,80
2182950,17,0,,,0.92,0.92
2182951,7,0,,,240,240
2182953,17,3,3.87,48.375,4.13,4.13
2182954,17,3,12,44.444444444,15,15
2182955,10,8,52,19.847328244,210,210
2182956,10,8,6,25,18,18
2182957,17,0,,,1.03,1.03
2182959,16,0,,,,0
2182960,16,0,,,5,10
2182961,17,3,2.18,36.333333333,3.82,3.82
2182962,16,0,,,15,15
2182963,7,0,,,188,188
2182964,10,7,3.21,53.5,2.79,2.79
2182965,10,7,10,19.607843137,41,41
2182966,16,4,12,40,18,18
2182967,10,8,11,12.643678161,76,76
2182968,8,2,6,100,,0
2182969,17,0,,,0.0328515112,0.0328515112
2182970,17,0,,,2.76,2.76
2182971,10,0,,,360,360
2182972,13,5,6,20,24,24
2182973,21,0,,,46,46
2182974,18,,,,,0
2182976,17,0,,,8,8
2182977,13,5,21,36.842105263,36,36
2182978,13,2,116,61.70212766,72,72
2182979,17,8,2.18,36.333333333,3.82,3.82
2182980,10,2,68,18.888888889,292,292
2182981,13,8,15,50,15,15
2182982,10,7,5,13.513513514,32,32
2182983,10,0,,,60,60
2182984,16,0,,,9,9
2182985,10,2,30,34.482758621,57,57
2182986,16,2,15,100,,0
2182987,17,0,,,15,15
2182988,10,2,67,44.370860927,84,84
2182989,20,0,,,46,46
2182990,16,0,,,0.1,0.1
2182991,16,0,,,30,30
2182992,17,2,9,42.857142857,12,12
2182993,17,0,,,6,6
2182994,29,2,18,60,,12
2182995,13,5,11,19.298245614,46,46
2182996,21,8,27,47.368421053,30,30
2182997,10,8,8,19.512195122,33,33
2182998,17,3,14,34.146341463,27,27
2182999,16,5,18,54.545454545,15,15
2183000,13,8,9,15.789473684,48,48
2183001,7,6,16,8.5106382979,204,204
2183002,5,2,14,46.666666667,16,16
2183003,17,0,,,1.2,1.2
2183004,13,0,,,420,420
2183005,10,8,9,19.565217391,37,37
2183006,16,0,,,2,8
2183007,17,7,4,22.222222222,14,14
2183008,10,8,24,10.526315789,204,204
2183009,17,0,,,,1
2183010,10,8,7,18.918918919,30,30
2183011,17,5,2.7,45,3.3,3.3
2183012,16,0,,,19,19
2183013,17,3,12,50,12,12
2183014,4,0,,,40,40
2183015,13,8,7,9.0909090909,70,70
2183016,10,7,18,23.076923077,60,60
2183017,10,3,8,38.095238095,13,13
2183018,10,7,15,11.111111111,120,120
2183019,10,2,27,20,108,108
2183020,10,2,6,100,,0
2183021,13,0,,,37,37
2183022,10,7,92,48.936170213,96,96
2183023,10,8,67,28.510638298,168,168
2183024,21,8,12,6.3829787234,176,176
2183025,16,0,,,12,12
2183026,16,5,6,20,24,24
2183027,10,7,50,45.454545455,60,60
2183028,17,0,,,27,27
2183029,17,3,10,19.607843137,41,41
2183030,7,5,14,34.146341463,27,27
2183031,10,2,33,64.705882353,18,18
2183032,17,0,,,0.0328515112,0.0328515112
2183033,21,7,6,2.8571428571,204,204
2183034,16,0,,,,0
2183035,17,0,,,10,10
2183036,17,0,,,2.1,2.1
2183037,8,7,8,100,,0
2183039,26,0,,,168,168
2183040,17,3,2.28,38,3.72,3.72
2183041,10,2,10,100,,0
2183042,17,0,,,2,2
2183043,17,3,3,20,12,12
2183044,17,6,234,780,264,264
2183045,10,8,15,11.111111111,120,120
2183046,10,2,29.8,99.333333333,0.2,0.2
2183047,10,3,24,34.285714286,46,46
2183048,10,7,54,25.714285714,156,156
2183049,17,0,,,14,14
2183050,5,8,12,100,,0
2183052,1,7,16,43.243243243,21,21
2183053,17,0,,,4.59,4.59
2183054,27,0,,,469.99,469.99
2183055,10,8,21,41.176470588,30,30
2183056,10,4,138,57.5,102,102
2183057,13,8,12,19.047619048,51,51
2183058,16,0,,,,0
2183059,15,0,,,,0
2183060,16,0,,,,8
2183062,10,8,50,45.454545455,60,60
2183063,16,0,,,216,216
2183064,16,0,,,,0
2183065,10,2,33,19.642857143,135,135
2183066,10,0,,,41,41
2183067,16,7,15,100,,0
2183068,17,0,,,3.3,3.3
2183069,13,0,,,27,27
2183070,10,2,22,59.459459459,15,15
2183071,10,2,15,11.111111111,120,120
2183072,17,0,,,3.53,3.53
2183073,10,2,84,25.925925926,240,240
2183074,17,0,,,10,10
2183075,16,0,,,5,5
2183076,5,2,19,51.351351351,18,18
2183077,17,0,,,24,24
2183078,13,0,,,37,37
2183079,10,7,42,20,168,168
2183080,10,2,72,59.504132231,49,49
2183081,10,8,37,19.680851064,151,151
2183082,17,0,,,24,24
2183083,10,8,24,100,,0
2183084,17,0,,,1,1
2183085,10,0,,,240,240
2183086,27,8,37,27.407407407,98,98
2183087,13,0,,,,0
2183088,17,3,3,14.285714286,18,18
2183089,10,7,24,34.285714286,46,46
2183090,10,2,75,86.206896552,,12
2183091,26,0,,,137,137
2183092,16,8,12,100,,0
2183093,16,8,9,37.5,15,15
2183094,10,0,,,121,121
2183095,10,7,18,100,,0
2183096,16,8,17,94.444444444,,1
2183097,9,0,,,,0
2183098,10,8,4,40,,6
2183099,26,2,105,77.777777778,30,30
2183100,13,8,10,100,,0
2183101,26,2,105,77.777777778,30,30
2183102,10,3,11.97,49.875,12.03,12.03
2183103,13,2,18,100,,0
2183104,16,0,,,,0
2183105,10,2,48,34.285714286,92,92
2183106,9,,,,6,6
2183107,28,0,,,30,30
2183108,9,,,,6,6
2183109,16,,,,3.16,3.16
2183110,21,2,16.44,54.8,13.56,13.56
2183111,17,0,,,5.56,5.56
2183112,16,,,,3.16,3.16
2183113,10,2,22,8.3969465649,240,240
2183114,17,0,,,15,15
2183115,10,2,58,82.857142857,,12
2183116,16,,,,2,2
2183117,17,5,1.84,30.666666667,4.16,4.16
2183118,17,0,,,28,28
2183119,26,7,36,30,84,84
2183120,21,2,58,82.857142857,,12
2183121,10,0,,,37,37
2183122,10,2,51,58.620689655,36,36
2183123,17,3,9,19.565217391,37,37
2183124,10,3,22,47.826086957,24,24
2183125,10,7,27,42.857142857,36,36
2183126,26,7,82,31.297709924,180,180
2183127,7,8,30,14.285714286,180,180
2183128,26,0,,,125,125
2183129,16,8,18,100,,0
2183130,13,8,6,13.043478261,40,40
2183131,10,0,,,235,235
2183132,21,2,60,61.855670103,37,37
2183133,10,2,13.18,39.939393939,19.82,19.82
2183134,10,0,,,240,240
2183136,9,,,,2,2
2183137,9,,,,3,3
2183138,17,3,5.93,98.833333333,0.07,0.07
2183142,15,0,,,12.03,12.03
2183143,9,,,,7,7
2183144,10,4,48,100,,0
2183145,9,0,,,6,6
2183146,9,0,,,6,6
2183147,10,7,51,47.222222222,57,57
2183148,9,6,2,33.333333333,8,8
2183149,9,0,,,6,6
2183150,9,,,,6,6
2183151,9,,,,2,2
2183152,9,0,,,6,6
2183153,9,,,,6,6
2183154,9,,,,6,6
2183155,13,2,65.97,84.576923077,0.03,12.03
2183156,9,0,,,6,6
2183157,10,7,11,19.298245614,46,46
2183158,10,2,124,82.119205298,27,27
2183159,10,8,17,45.945945946,20,20
2183160,17,0,,,3.1,3.1
2183161,17,0,,,57,57
2183162,16,2,50.97,80.904761905,12.03,12.03
2183163,17,,,,0.0328515112,0.0328515112
2183164,11,5,12,100,,0
2183165,10,2,359.96714849,99.99087458,0.0328515112,0.0328515112
2183166,17,5,1,6.6666666667,14,14
2183167,10,2,64,53.333333333,56,56
2183168,24,0,,,24,24
2183169,16,2,45.967148489,99.928583671,0.0328515112,0.0328515112
2183170,10,4,1,1.0309278351,96,96
2183171,16,2,51,100,,0
2183172,13,8,15,83.333333333,3,3
2183173,13,0,,,37,37
2183174,16,1,5,12.195121951,46,46
2183175,17,0,,,2.59,2.59
2183176,22,2,,,180,180
2183177,16,2,50.97,80.904761905,0.03,12.03
2183178,13,0,,,27,27
2183179,16,0,,,41,41
2183180,29,8,18,100,,0
2183181,29,8,8,80,,2
2183182,10,2,109.47,58.228723404,78.53,78.53
2183183,17,0,,,36,36
2183184,21,8,12,100,,0
2183185,10,7,6,25,18,18
2183186,16,7,1,10,,9
2183187,15,8,6,18.181818182,27,27
2183188,17,0,,,20,20
2183189,17,0,,,12.03,12.03
2183190,26,2,64,53.333333333,50,56
2183191,29,8,6,20,24,24
2183192,17,3,4,40,6,6
2183193,17,0,,,21,21
2183194,10,7,160,54.794520548,132,132
2183195,10,2,20.967148489,77.656105514,0.0328515112,6.0328515112
2183196,10,3,29.9,99.666666667,0.1,0.1
2183198,1,8,,,1,10
2183199,16,8,48,94.117647059,3,3
2183200,10,2,70,100,,0
2183201,21,8,13,31.707317073,28,28
2183202,21,8,43.18,75.754385965,13.82,13.82
2183203,16,2,41,100,,0
2183204,16,8,8,100,,0
2183205,10,0,,,18,18
2183206,10,8,67,35.638297872,121,121
2183207,26,8,9,15.789473684,48,48
2183208,9,,,,6,6
2183209,17,0,,,16,16
2183210,10,2,6,100,,0
2183211,10,2,79,65.289256198,42,42
2183212,10,2,48,68.571428571,22,22
2183213,9,,,,8,8
2183214,9,,,,8,8
2183215,9,,,,3,3
2183216,9,,,,9,9
2183217,9,,,,6,6
2183218,9,,,,6,6
2183219,9,,,,6,6
2183220,9,,,,6,6
2183221,26,2,43,33.076923077,87,87
2183222,9,,,,6,6
2183223,13,5,34,73.913043478,,12
2183224,9,,,,6,6
2183225,9,,,,5.91,5.91
2183226,9,,,,6,6
2183227,9,,,,1,1
2183228,9,,,,6,6
2183229,10,7,1,2.7027027027,36,36
2183230,16,8,27,47.368421053,30,30
2183231,10,8,10,21.739130435,36,36
2183232,16,0,,,37,37
2183233,9,0,,,3,3
2183234,7,4,128,68.085106383,60,60
2183235,10,2,13,35.135135135,24,24
2183236,26,2,34,27.2,91,91
2183237,13,8,180,50,180,180
2183238,26,7,38,54.285714286,32,32
2183239,13,6,36,150,60,60
2183240,10,2,17,45.945945946,20,20
2183241,17,8,6,20,24,24
2183242,10,2,40,45.977011494,47,47
2183243,9,,,,6,6
2183244,9,,,,6,6
2183245,9,,,,3,3
2183246,16,2,15,100,,0
2183247,16,,,,3.16,3.16
2183248,21,2,17,41.463414634,24,24
2183249,12,8,14.97,55.444444444,12.03,12.03
2183250,16,5,3,25,,9
2183251,5,5,7,12.280701754,50,50
2183252,10,2,133,88.079470199,18,18
2183253,10,0,,,,0
2183254,10,8,12,25,36,36
2183255,13,0,,,55,55
2183256,1,8,8,100,,0
2183257,5,8,11,26.829268293,30,30
2183258,16,0,,,6,6
2183259,12,8,6,25,18,18
2183260,16,0,,,12.03,12.03
2183261,10,8,36,33.333333333,72,72
2183262,17,3,5.9671484888,99.452474814,0.0328515112,0.0328515112
2183263,6,0,,,21,21
2183264,21,2,81,93.103448276,6,6
2183265,13,0,,,180,180
2183266,6,0,,,8,8
2183267,27,0,,,469.99,469.99
2183268,13,0,,,87,87
2183269,10,8,19,37.254901961,32,32
2183270,10,8,13,18.571428571,57,57
2183271,17,0,,,15,15
2183272,17,0,,,37,37
2183274,10,0,,,60,60
2183275,10,8,7,18.918918919,30,30
2183276,5,8,,,,14
2183277,17,3,10,55.555555556,8,8
2183278,10,2,29,41.428571429,41,41
2183279,10,8,9,19.565217391,37,37
2183280,17,3,10,55.555555556,8,8
2183281,10,8,1,2.7027027027,36,36
2183282,17,0,,,1.1,1.1
2183283,10,8,55,36.42384106,96,96
2183284,17,0,,,0.95,0.95
2183285,10,2,13,28.260869565,33,33
2183286,17,0,,,0.0328515112,0.0328515112
2183287,17,0,,,21,21
2183288,10,0,,,13.03,13.03
2183290,17,8,21,36.842105263,36,36
2183291,17,3,16,34.782608696,30,30
2183292,10,8,15,11.111111111,120,120
2183293,13,0,,,65,65
2183294,17,3,3.11,38.875,4.89,4.89
2183295,10,3,9,60,6,6
2183296,30,0,,,,0
2183297,17,3,12,40,18,18
2183298,10,0,,,108,108
2183299,17,8,3,30,7,7
2183300,10,0,,,21,21
2183301,10,2,69.967148489,99.95306927,0.0328515112,0.0328515112
2183302,17,3,24,34.285714286,46,46
2183303,17,3,11.97,49.875,12.03,12.03
2183304,17,3,12,40,18,18
2183305,17,8,28,40,42,42
2183306,10,8,180,50,180,180
2183307,17,8,5.97,33.166666667,12.03,12.03
2183308,10,7,21,19.444444444,87,87
2183309,16,7,27,100,,0
2183310,17,0,,,13,13
2183311,17,0,,,60,60
2183312,17,4,24,34.285714286,46,46
2183313,17,8,16,34.782608696,30,30
2183314,16,0,,,7,13
2183315,10,7,9,19.565217391,37,37
2183316,17,3,4,50,4,4
2183317,17,0,,,0.0328515112,0.0328515112
2183318,10,8,180,50,180,180
2183319,10,8,1,2.7027027027,36,36
2183320,10,0,,,,6
2183321,1,0,,,6,6
2183322,21,0,,,37,37
2183323,17,0,,,21,21
2183324,26,0,,,57,57
2183325,17,8,3,50,3,3
2183326,13,2,45,51.724137931,42,42
2183327,17,8,13,48.148148148,14,14
2183329,7,7,27,42.857142857,36,36
2183330,10,0,,,72,72
2183331,4,0,,,,0
2183332,16,0,,,33,33
2183333,10,2,15,26.315789474,42,42
2183334,27,0,,,240,240
2183335,16,8,3,20,,12
2183336,10,0,,,108,108
2183337,10,0,,,21,21
2183338,17,0,,,8,8
2183339,17,3,9,19.565217391,37,37
2183340,16,0,,,2,6
2183341,13,0,,,21,21
2183342,16,2,4,11.111111111,32,32
2183343,17,5,22,47.826086957,24,24
2183344,16,7,3,5.8823529412,48,48
2183345,17,3,24,34.285714286,46,46
2183346,17,3,8,19.512195122,33,33
2183348,17,3,6,60,4,4
2183349,13,8,2,6.6666666667,28,28
2183350,10,2,36,30,84,84
2183351,1,5,11.97,49.875,12.03,12.03
2183352,10,0,,,60,60
2183353,10,8,5.97,33.166666667,12.03,12.03
2183354,17,3,6,22.222222222,21,21
2183355,17,0,,,0.0328515112,0.0328515112
2183356,10,0,,,67,67
2183357,10,2,69.967148489,99.95306927,0.0328515112,0.0328515112
2183358,9,0,,,0.0328515112,0.0328515112
2183359,16,,,,,0
2183360,7,7,79,52.317880795,72,72
2183361,16,8,78,46.428571429,90,90
2183363,17,7,13,28.260869565,33,33
2183364,13,0,,,37,37
2183365,17,0,,,0.0328515112,0.0328515112
2183366,17,3,34,48.571428571,36,36
2183367,16,8,3,9.0909090909,30,30
2183368,10,8,51,80.952380952,12,12
2183369,17,0,,,21,21
2183370,10,2,71,42.261904762,97,97
2183371,17,3,11,19.298245614,46,46
2183372,16,7,3.21,53.5,2.79,2.79
2183373,10,8,9,21.951219512,32,32
2183374,10,3,40,57.142857143,30,30
2183375,17,3,6,100,,0
2183376,16,5,43,75.438596491,14,14
2183377,4,0,,,120,120
2183378,13,2,43,20.975609756,162,162
2183379,10,8,26,9.9236641221,236,236
2183380,17,3,10,21.739130435,36,36
2183381,17,5,5,50,5,5
2183382,13,0,,,120,120
2183383,10,2,16.97,56.566666667,13.03,13.03
2183384,10,8,6,18.181818182,27,27
2183385,16,2,4,100,,0
2183386,30,8,24,88.888888889,3,3
2183387,16,8,8,100,,0
2183388,10,8,48,44.444444444,60,60
2183389,10,0,,,30,30
2183390,10,2,38.97,76.411764706,12.03,12.03
2183391,10,8,21,19.444444444,87,87
2183392,10,2,30,34.482758621,57,57
2183393,4,6,7,87.5,15,15
2183394,10,2,7,10,63,63
2183395,10,0,,,5.23,5.23
2183396,17,8,24,34.285714286,46,46
2183397,10,2,31,20.529801325,120,120
2183398,10,0,,,108,108
2183399,10,8,47,20,188,188
2183400,13,8,2.97,19.8,12.03,12.03
2183401,16,5,6,100,,0
2183402,10,0,,,108,108
2183403,16,2,6,33.333333333,6,12
2183404,10,8,45.967148489,99.928583671,0.0328515112,0.0328515112
2183405,13,8,41,53.246753247,36,36
2183406,13,8,6,20,24,24
2183407,10,2,111,42.366412214,151,151
2183408,10,3,20,66.666666667,10,10
2183409,16,2,5,33.333333333,10,10
2183410,10,8,2.77,27.7,7.23,7.23
2183411,28,8,16,39.024390244,19,25
2183412,13,7,14.97,55.444444444,12.03,12.03
2183413,13,0,,,264,264
2183414,17,5,2.9,48.333333333,3.1,3.1
2183415,16,0,,,,0
2183416,17,0,,,14,14
2183417,13,0,,,33,33
2183418,17,3,3.9,65,2.1,2.1
2183419,29,8,9,75,3,3
2183420,21,2,5.97,33.166666667,0.03,12.03
2183421,10,0,,,87,87
2183422,10,8,204,62.962962963,120,120
2183423,10,0,,,60,60
2183424,10,0,,,92,92
2183425,10,2,6,33.333333333,,12
2183426,17,0,,,8,8
2183427,21,0,,,151,151
2183428,24,0,,,21,21
2183429,10,0,,,61,61
2183430,17,0,,,2.62,2.62
2183431,13,0,,,57,57
2183432,13,0,,,51,51
2183433,10,8,22,34.920634921,41,41
2183434,17,0,,,10,10
2183435,8,0,,,27,27
2183436,26,0,,,37,37
2183437,10,0,,,135,135
2183438,16,0,,,88,88
2183439,17,0,,,1.1,1.1
2183440,17,0,,,24,24
2183441,10,8,15,11.111111111,120,120
2183442,16,8,6,18.181818182,27,27
2183443,10,7,13,18.571428571,57,57
2183444,5,7,28,60.869565217,18,18
2183445,10,0,,,30,30
2183446,10,8,13,35.135135135,24,24
2183447,16,0,,,27,27
2183448,16,8,9,60,6,6
2183449,10,2,261.96714849,99.987461255,0.0328515112,0.0328515112
2183450,13,8,17.967148489,99.817491605,0.0328515112,0.0328515112
2183451,13,0,,,30,30
2183452,21,7,33,89.189189189,1,4
2183453,21,2,27,100,,0
2183454,10,8,7,18.918918919,30,30
2183455,10,0,,,87,87
2183456,7,8,21,17.355371901,100,100
2183457,16,8,9,75,,3
2183458,10,8,96,51.063829787,92,92
2183459,10,8,3,7.3170731707,38,38
2183460,10,7,7,18.918918919,30,30
2183461,10,8,72,42.857142857,96,96
2183462,10,7,9,27.272727273,24,24
2183463,10,6,19,46.341463415,60,60
2183464,17,3,3.38,42.25,4.62,4.62
2183465,26,0,,,188,188
2183466,17,8,3,50,3,3
2183467,17,0,,,2.49,2.49
2183468,17,5,3,50,3,3
2183469,17,0,,,2.85,2.85
2183470,21,2,50.967148489,89.41604998,0.0328515112,6.0328515112
2183471,17,0,,,0.72,0.72
2183472,17,0,,,0.85,0.85
2183473,10,2,110,52.380952381,100,100
2183474,17,0,,,1.79,1.79
2183475,21,2,50.8,89.122807018,0.2,6.2
2183476,17,0,,,2.56,2.56
2183477,16,2,6,100,,0
2183478,17,3,3.74,62.333333333,2.26,2.26
2183479,10,5,22,34.920634921,41,41
2183480,17,0,,,3.1,3.1
2183481,10,2,36.967148489,99.911212132,0.0328515112,0.0328515112
2183482,17,0,,,0.0328515112,0.0328515112
2183483,1,8,15,100,,0
2183484,17,5,3.61,45.125,4.39,4.39
2183485,13,0,,,,0
2183486,1,8,8,100,,0
2183487,17,3,30,52.631578947,27,27
2183488,13,0,,,27,27
2183489,17,0,,,1.13,1.13
2183490,17,0,,,3.03,3.03
2183491,17,3,5,27.777777778,13,13
2183492,17,0,,,30,30
2183493,13,0,,,120,120
2183494,17,0,,,1.1,1.1
2183495,10,8,5.97,33.166666667,12.03,12.03
2183496,10,8,3,12.5,21,21
2183497,10,0,,,6,12
2183498,16,,,,0.23,0.23
2183499,8,4,2.97,19.8,12.03,12.03
2183500,10,3,6.7,67,3.3,3.3
2183501,30,0,,,1,1
2183502,17,0,,,0.59,0.59
2183503,10,2,72,42.857142857,96,96
2183504,10,8,48,44.444444444,60,60
2183505,13,0,,,180,180
2183506,13,8,4,10.810810811,33,33
2183507,16,0,,,,6
2183508,27,8,30,14.285714286,180,180
2183509,16,0,,,6,6
2183510,13,0,,,46,46
2183511,16,2,57,52.777777778,51,51
2183512,10,2,19,27.142857143,51,51
2183513,10,2,9.9671484888,99.671484888,0.0328515112,0.0328515112
2183514,4,0,,,46,46
2183515,10,2,33,27.5,87,87
2183516,17,0,,,6,6
2183517,10,8,3,6.5217391304,43,43
2183518,19,0,,,151,151
2183519,16,0,,,21,21
2183520,25,2,5,33.333333333,10,10
2183522,10,8,20,35.087719298,37,37
2183523,10,0,,,180,180
2183524,17,0,,,,0
2183525,17,0,,,0.69,0.69
2183526,10,2,204,56.666666667,156,156
2183527,16,0,,,,0
2183528,17,0,,,57,57
2183529,1,2,16,88.888888889,,2
2183530,10,2,60,50,60,60
2183531,10,2,21,13.907284768,130,130
2183532,17,0,,,1.2,1.2
2183533,17,3,3,9.0909090909,30,30
2183534,17,3,2.34,7.8,27.66,27.66
2183535,10,2,,,216,216
2183536,30,0,,,,0
2183537,17,3,5,15.151515152,28,28
2183538,17,0,,,13,13
2183539,10,2,4.38,43.8,5.62,5.62
2183540,16,0,,,21,21
2183541,15,0,,,,0
2183542,16,8,10,100,,0
2183543,9,0,,,,0
2183544,10,8,14,16.666666667,70,70
2183545,16,8,4,40,,6
2183546,21,8,12,40,18,18
2183547,10,2,27,47.368421053,30,30
2183548,16,0,,,0.03,0.03
2183549,10,2,84,70,36,36
2183550,10,8,8,4.2553191489,180,180
2183551,16,2,32.97,64.647058824,0.03,18.03
2183552,17,0,,,,0
2183554,10,7,20,15.384615385,110,110
2183555,17,3,0.9671484888,96.714848883,0.0328515112,0.0328515112
2183556,10,2,58,42.028985507,80,80
2183557,10,8,57.97,82.814285714,12.03,12.03
2183558,10,8,13,18.571428571,57,57
2183559,10,5,17.9,74.583333333,6.1,6.1
2183560,10,7,6,7.1428571429,78,78
2183561,10,2,4.38,24.333333333,13.62,13.62
2183562,10,0,,,180,180
2183563,17,0,,,3.2,3.2
2183564,17,0,,,1.49,1.49
2183565,10,0,,,60,60
2183566,10,8,17,10.119047619,151,151
2183567,17,0,,,8,8
