USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2130712,16,0,,,15,15
2131487,10,0,,,84,84
2131628,10,0,,,7,7
2131630,27,0,,,120,120
2131631,24,0,,,30,30
2131632,10,0,,,27,27
2131634,13,0,,,84,84
2131637,10,8,6,50,6,6
2131639,10,0,,,78,78
2131640,10,6,30,100,60,60
2131642,13,0,,,60,60
2131643,10,0,,,27,27
2131645,9,0,,,18,18
2131646,17,0,,,6,6
2131652,13,6,12,11.111111111,120,120
2131653,30,0,,,,0
2131655,13,0,,,51,51
2131657,29,2,6,100,,0
2131658,13,0,,,210,210
2131660,10,8,35,25.925925926,100,100
2131661,13,0,,,60,60
2131664,13,0,,,18,18
2131667,10,0,,,90,90
2131668,7,4,36,46.153846154,42,42
2131669,16,8,1.97,24.625,0.03,6.03
2131670,17,0,,,1.23,1.23
2131673,16,0,,,18,18
2131674,26,6,177,280.95238095,240,240
2131676,17,0,,,1.56,1.56
2131677,16,0,,,12.03,12.03
2131680,17,0,,,1.53,1.53
2131683,30,0,,,,0
2131686,10,0,,,240,240
2131687,1,8,27,100,,0
2131697,10,0,,,41,41
2131698,30,5,24,64.864864865,,13
2131701,10,8,23,19.008264463,98,98
2131702,16,0,,,30,30
2131703,10,0,,,38,38
2131704,17,8,53,68.831168831,24,24
2131707,17,8,5,50,5,5
2131708,16,8,15,50,15,15
2131710,13,0,,,60,60
2131711,10,8,0.97,5.3888888889,12.03,17.03
2131712,10,2,119.96714849,99.972623741,0.0328515112,0.0328515112
2131713,13,8,5,27.777777778,13,13
2131714,17,3,6,18.181818182,27,27
2131715,13,2,36,60,24,24
2131718,10,2,13,35.135135135,24,24
2131738,17,0,,,3.59,3.59
2131744,13,0,,,18,18
2131745,13,7,24,20,96,96
2131747,16,0,,,15,15
2131749,16,5,,,0.03,12.03
2131752,10,8,50.967148489,99.935585272,0.0328515112,0.0328515112
2131753,10,8,11,7.2847682119,140,140
2131754,17,0,,,4.03,4.03
2131755,10,0,,,128,128
2131756,16,7,33,80.487804878,,8
2131757,17,0,,,12.03,12.03
2131759,10,2,29.77,99.233333333,0.23,0.23
2131760,17,0,,,3,3
2131761,17,3,4.05,40.5,5.95,5.95
2131762,16,7,3.9671484888,49.58935611,0.0328515112,4.0328515112
2131763,16,0,,,21,21
2131764,17,0,,,0.0328515112,0.0328515112
2131765,10,0,,,14,14
2131766,16,6,12,66.666666667,30,30
2131767,16,0,,,27,27
2131768,13,8,10,14.285714286,60,60
2131769,26,2,24,20.512820513,93,93
2131770,26,0,,,147,147
2131771,16,0,,,12.03,12.03
2131772,10,2,20,31.746031746,43,43
2131773,9,0,,,,0
2131774,10,0,,,87,87
2131775,17,0,,,4,4
2131776,17,0,,,26,26
2131778,25,8,3,20,12,12
2131779,17,0,,,0.85,0.85
2131780,25,0,,,27,27
2131781,7,7,52,19.847328244,210,210
2131782,4,0,,,41,41
2131783,10,0,,,46,46
2131784,10,8,16,16,84,84
2131785,13,0,,,57,57
2131786,17,0,,,0.0328515112,0.0328515112
2131787,10,3,6,22.222222222,21,21
2131788,7,8,21,33.333333333,42,42
2131789,13,0,,,24,24
2131790,17,3,3,12.5,21,21
2131791,17,3,5.97,33.166666667,12.03,12.03
2131792,13,0,,,60,60
2131793,17,8,6,50,6,6
2131794,17,0,,,3.1,3.1
2131795,13,0,,,36,36
2131796,10,0,,,120,120
2131797,16,2,17.97,59.9,12.03,12.03
2131798,16,0,,,40,40
2131799,17,0,,,24,24
2131800,10,0,,,68,68
2131802,10,2,75,49.668874172,76,76
2131803,13,0,,,100,100
2131805,16,8,14.97,55.444444444,12.03,12.03
2131806,10,2,132,45.205479452,160,160
2131809,10,4,60,28.571428571,150,150
2131812,10,0,,,8,8
2131813,17,0,,,10,10
2131814,10,0,,,10,10
2131815,10,2,66,75.862068966,21,21
2131816,10,0,,,150,150
2131817,16,0,,,45,45
2131818,4,0,,,41,41
2131819,10,8,3,4.7619047619,60,60
2131820,4,0,,,12,12
2131821,17,8,6,100,,0
2131823,13,0,,,114,114
2131825,10,0,,,37,37
2131826,16,0,,,,6
2131827,10,8,34,48.571428571,36,36
2131828,16,0,,,5,10
2131829,10,2,14,23.333333333,46,46
2131830,10,0,,,262,262
2131834,10,2,84,50,84,84
2131835,9,6,2,33.333333333,8,8
2131836,10,2,9,15,51,51
2131838,10,5,9,15.789473684,48,48
2131839,17,0,,,41,41
2131840,10,0,,,46,46
2131841,27,1,6,20,36,36
2131842,9,0,,,5,5
2131843,16,0,,,3.16,3.16
2131844,9,0,,,6,6
2131845,13,0,,,92,92
2131846,16,0,,,3.16,3.16
2131847,10,3,10,21.739130435,36,36
2131848,13,0,,,18,18
2131850,17,8,10,21.739130435,36,36
2131851,17,8,4.97,49.7,5.03,5.03
2131852,17,3,6,40,9,9
2131853,17,8,4,66.666666667,,2
2131854,13,0,,,6,12
2131855,13,5,12,40,18,18
2131857,16,2,6,33.333333333,6,12
2131859,10,0,,,27,27
2131860,17,5,17,41.463414634,24,24
2131861,4,8,3,11.111111111,,24
2131862,28,0,,,33.49,33.49
2131863,16,4,21,100,,0
2131864,30,7,20,35.087719298,37,37
2131865,10,0,,,37,37
2131867,10,5,48,28.571428571,120,120
2131868,21,2,24,47.058823529,27,27
2131870,10,2,70,53.846153846,60,60
2131871,10,8,9,15.789473684,48,48
2131872,13,8,12,10,108,108
2131873,29,5,9.97,55.388888889,0.03,8.03
2131874,10,2,13,35.135135135,24,24
2131876,13,0,,,37,37
2131877,10,8,31,20.529801325,120,120
2131879,10,2,40,66.666666667,20,20
2131881,29,2,11.97,49.875,0.03,12.03
2131888,10,0,,,24,24
2131891,7,2,36,60,12,24
2131893,10,0,,,24,24
2131894,10,0,,,41,41
2131895,17,0,,,0.85,0.85
2131896,17,2,9,33.333333333,18,18
2131897,13,0,,,42,42
2131898,17,0,,,0.89,0.89
2131899,10,0,,,24,24
2131901,10,0,,,18,18
2131903,10,0,,,262,262
2131904,10,2,81,67.5,39,39
2131906,1,8,5.9671484888,49.726237407,0.0328515112,6.0328515112
2131907,10,2,37,40.217391304,55,55
2131909,17,0,,,46,46
2131910,17,0,,,1.25,1.25
2131911,13,0,,,18,18
2131912,17,0,,,1.26,1.26
2131913,17,3,6.29,78.625,1.71,1.71
2131914,10,2,32,36.781609195,55,55
2131915,10,8,17,41.463414634,24,24
2131917,16,5,8,80,2,2
2131918,13,0,,,96,96
2131919,16,5,15,71.428571429,6,6
2131921,16,0,,,,6
2131924,16,5,8.97,42.714285714,12.03,12.03
2131925,17,0,,,5.49,5.49
2131926,10,2,60,50,60,60
2131927,1,5,9.34,77.833333333,2.66,2.66
2131928,17,0,,,18,18
2131929,15,7,3,14.285714286,18,18
2131930,17,8,6,50,6,6
2131931,13,0,,,,0
2131933,10,2,127,54.042553191,108,108
2131934,10,2,142,54.198473282,120,120
2131935,10,2,52,19.847328244,210,210
2131936,10,7,0.03,0.25,1.97,11.97
2131937,17,0,,,15,15
2131938,10,8,26,56.52173913,20,20
2131939,16,8,5.97,33.166666667,12.03,12.03
2131940,21,0,,,65,65
2131941,16,5,6,100,,0
2131942,16,2,8,100,,0
2131943,16,,,,1,1
2131945,26,2,54,35.761589404,97,97
2131946,10,8,48,44.444444444,60,60
2131947,10,0,,,188,188
2131948,16,0,,,24,24
2131949,17,0,,,41,41
2131950,17,0,,,0.62,0.62
2131951,10,0,,,121,121
2131952,17,0,,,0.89,0.89
2131953,7,8,25,20.661157025,96,96
2131954,22,0,,,120,120
2131955,17,0,,,8,8
2131957,17,0,,,18,18
2131958,24,0,,,24,24
2131959,16,8,4,100,,0
2131960,10,2,39,25.82781457,112,112
2131962,10,8,6,28.571428571,15,15
2131963,17,0,,,12.03,12.03
2131964,10,2,141,60,94,94
2131965,16,0,,,6.62,6.62
2131966,17,0,,,0.62,0.62
2131967,27,0,,,120,120
2131968,27,7,68,36.170212766,120,120
2131969,16,0,,,,6
2131970,7,4,91,60.264900662,60,60
2131971,17,0,,,21,21
2131972,10,8,17,56.666666667,13,13
2131974,4,0,,,80,80
2131975,15,0,,,33,33
2131976,17,0,,,0.99,0.99
2131978,17,0,,,0.62,0.62
2131979,10,8,15,17.24137931,72,72
2131981,15,8,24,80,,6
2131982,13,0,,,84,84
2131983,9,,,,2,2
2131984,17,3,8,19.512195122,33,33
2131985,15,0,,,24,24
2131987,13,0,,,57,57
2131988,16,8,10,100,,0
2131990,29,8,8,44.444444444,5,10
2131991,10,0,,,216,216
2131992,21,0,,,24,24
2131993,10,7,142,54.198473282,120,120
2131994,17,8,2,25,6,6
2131995,10,0,,,8,8
2131996,16,0,,,30,30
2131997,16,0,,,70,70
2131998,17,1,21,150,35,35
2132001,13,7,3,8.1081081081,34,34
2132002,26,0,,,37,37
2132004,10,0,,,72,72
2132005,10,0,,,87,87
2132006,17,0,,,1.74,1.74
2132007,13,8,30,100,,0
2132008,15,2,1.9671484888,98.357424442,0.0328515112,0.0328515112
2132009,10,8,12,100,,0
2132010,10,2,17,26.984126984,46,46
2132012,26,0,,,57,57
2132013,26,8,24.97,67.486486486,12.03,12.03
2132015,23,0,,,6,12
2132016,4,0,,,,1
2132017,16,8,6,50,6,6
2132018,21,0,,,6,12
2132019,17,0,,,10,10
2132020,10,0,,,70,70
2132021,21,2,42.01,91.326086957,0.99,3.99
2132022,13,2,22,31.428571429,48,48
2132023,16,8,21,36.842105263,36,36
2132024,10,0,,,37,37
2132025,17,0,,,41,41
2132026,3,0,,,96,96
2132027,13,6,42,53.846153846,120,120
2132028,17,0,,,,0
2132029,17,0,,,27,27
2132030,17,0,,,6,6
2132031,10,2,150,55.555555556,120,120
2132032,17,0,,,18,18
2132034,17,0,,,0.0328515112,0.0328515112
2132035,10,8,22,8.3969465649,240,240
2132036,13,0,,,70,70
2132037,17,8,4,22.222222222,14,14
2132038,13,0,,,30,30
2132039,17,0,,,,0
2132040,17,3,8,19.512195122,33,33
2132041,17,5,29,37.662337662,48,48
2132042,16,0,,,18,18
2132043,24,0,,,15,15
2132044,16,0,,,97,97
2132045,10,0,,,70,70
2132047,17,8,17,41.463414634,24,24
2132048,17,0,,,,0
2132049,10,2,12,40,18,18
2132051,16,0,,,9,9
2132054,10,8,88,58.278145695,63,63
2132057,26,0,,,57,57
2132058,10,0,,,70,70
2132060,17,0,,,0.0328515112,0.0328515112
2132061,17,,,,12.03,12.03
2132062,29,0,,,30,30
2132064,17,0,,,,0
2132066,13,0,,,24,24
2132068,10,8,55,40.740740741,80,80
2132069,17,0,,,27,27
2132070,16,0,,,15,15
2132071,10,0,,,94,94
2132072,10,2,53.967148489,94.679207875,0.0328515112,3.0328515112
2132073,29,8,18,100,,0
2132075,10,2,48,28.571428571,120,120
2132076,13,0,,,21,21
2132077,10,0,,,,0
2132078,16,4,12,100,,0
2132080,10,0,,,200,200
2132081,10,0,,,70,70
2132083,10,0,,,120,120
2132085,13,7,4,40,6,6
2132086,10,8,142,54.198473282,120,120
2132087,13,0,,,110,110
2132089,1,7,12,100,,0
2132090,17,0,,,,0
2132091,7,8,31,20.529801325,120,120
2132092,17,0,,,,0
2132096,30,0,,,,0
2132097,17,0,,,,0
2132098,16,1,63,72.413793103,150,150
2132099,16,2,8,26.666666667,22,22
2132100,13,0,,,41,41
2132102,10,0,,,70,70
2132110,17,0,,,21,21
2132111,17,5,22,31.428571429,48,48
2132112,10,2,41,27.152317881,110,110
2132113,10,2,26.77,89.233333333,0.23,3.23
2132115,13,6,18,60,48,48
2132116,16,5,20,35.087719298,37,37
2132118,17,0,,,37,37
2132120,21,7,6,100,,0
2132121,27,8,12,33.333333333,24,24
2132122,10,3,6,20,24,24
2132123,17,3,8,19.512195122,33,33
2132124,10,2,37,90.243902439,1,4
2132125,13,0,,,30,30
2132126,16,8,9.9671484888,99.671484888,0.0328515112,0.0328515112
2132127,3,0,,,41,41
2132128,10,0,,,115,115
2132129,10,3,6,25,18,18
2132130,10,8,48,28.571428571,120,120
2132131,15,0,,,2,8
2132132,29,8,,,6,24
2132134,5,0,,,,6
2132135,16,8,14.97,55.444444444,12.03,12.03
2132136,9,0,,,,0
2132139,26,0,,,63,63
2132141,17,0,,,6,6
2132142,16,0,,,15,15
2132143,17,0,,,30,30
2132144,10,0,,,6,12
2132145,13,0,,,27,27
2132146,13,0,,,30,30
2132147,17,0,,,0.89,0.89
2132148,13,0,,,16,16
2132149,29,0,,,33,33
2132150,17,3,1.87,31.166666667,4.13,4.13
2132153,10,7,51,37.777777778,84,84
2132154,10,6,33,57.894736842,90,90
2132155,10,4,15,11.111111111,120,120
2132156,16,8,6,18.181818182,27,27
2132157,10,8,29,17.261904762,139,139
2132158,17,0,,,4.82,4.82
2132159,10,0,,,72,72
2132160,10,2,48,20,192,192
2132161,10,8,55,23.404255319,180,180
2132162,17,0,,,5.13,5.13
2132163,13,8,28,30.434782609,64,64
2132164,29,2,17.97,59.9,12.03,12.03
2132166,21,2,10,100,,0
2132168,17,0,,,8,8
2132169,13,3,60,50,60,60
2132170,13,0,,,60,60
2132172,13,8,2.51,25.1,7.49,7.49
2132174,10,0,,,0.0328515112,0.0328515112
2132175,16,0,,,168,168
2132176,10,0,,,37,37
2132177,10,0,,,8.76,8.76
2132178,27,7,,,469.99,469.99
2132179,17,0,,,6.72,6.72
2132180,17,0,,,0.59,0.59
2132182,10,2,10,27.027027027,27,27
2132184,30,0,,,0.0328515112,0.0328515112
2132187,1,6,8,50,24,24
2132189,13,0,,,24,24
2132196,13,6,22,34.920634921,85,85
2132199,10,8,43,28.476821192,108,108
2132208,10,2,7.77,51.8,7.23,7.23
2132217,10,8,5.38,29.888888889,12.62,12.62
2132221,17,0,,,16,16
2132222,17,6,3,14.285714286,24,24
2132223,10,0,,,87,87
2132224,10,0,,,21,21
2132226,17,3,40,51.948051948,37,37
2132227,17,8,28.97,70.658536585,12.03,12.03
2132228,17,0,,,0.79,0.79
2132229,17,0,,,0.79,0.79
2132230,13,8,4,40,6,6
2132232,10,0,,,78,78
2132233,27,0,,,120,120
2132273,17,3,7.34,73.4,2.66,2.66
2132278,13,0,,,35,35
2132279,10,2,54,50,54,54
2132280,13,0,,,27,27
2132281,17,0,,,0.0328515112,0.0328515112
2132282,21,0,,,36,36
2132285,10,2,57.97,82.814285714,12.03,12.03
2132286,17,0,,,21,21
2132287,17,0,,,8,8
2132288,16,0,,,21,21
2132289,7,0,,,92,92
2132290,10,0,,,21,21
2132292,13,0,,,78,78
2132293,17,0,,,2.13,2.13
2132294,17,5,26,63.414634146,15,15
2132295,17,0,,,18,18
2132296,17,0,,,1,1
2132297,13,0,,,10,10
2132298,5,8,7,58.333333333,5,5
2132299,24,0,,,27,27
2132300,17,0,,,1.3,1.3
2132301,17,0,,,0.89,0.89
2132302,17,0,,,1.12,1.12
2132303,17,3,5.9,73.75,2.1,2.1
2132304,10,0,,,37,37
2132305,17,8,23,56.097560976,18,18
2132307,16,0,,,41,41
2132308,17,0,,,0.59,0.59
2132309,13,0,,,18,18
2132310,7,8,13,14.942528736,74,74
2132311,29,2,8,66.666666667,,4
2132312,17,8,27,72.972972973,10,10
2132313,10,5,6,22.222222222,21,21
2132314,15,0,,,16,16
2132315,10,0,,,37,37
2132316,16,8,10,100,,0
2132317,10,0,,,115,115
2132318,17,0,,,30,30
2132321,17,2,14,34.146341463,27,27
2132322,16,0,,,6,12
2132323,16,0,,,27,27
2132324,7,8,55,36.42384106,96,96
2132325,1,8,8,100,,0
2132326,10,0,,,200,200
2132327,13,0,,,37,37
2132328,16,0,,,6,12
2132329,17,4,7.61,76.1,2.39,2.39
2132330,10,8,68,36.170212766,120,120
2132331,10,2,34,73.913043478,6,12
2132332,16,2,13,28.888888889,32,32
2132333,16,2,6,14.285714286,36,36
2132336,10,2,59.967148489,99.945247481,0.0328515112,0.0328515112
2132337,16,0,,,1.89,1.89
2132338,17,8,17,41.463414634,24,24
2132339,10,2,24.97,67.486486486,12.03,12.03
2132340,16,0,,,87,87
2132341,10,2,21,36.842105263,36,36
2132342,30,0,,,10,10
2132343,16,0,,,0.0328515112,0.0328515112
2132344,10,3,61,50.41322314,60,60
2132345,17,3,12,26.086956522,34,34
2132346,10,8,16,16,84,84
2132348,10,8,13,13.402061856,84,84
2132349,17,8,15,23.80952381,48,48
2132350,10,0,,,78,78
2132351,10,0,,,168,168
2132352,16,0,,,6,6
2132353,10,0,,,24,24
2132354,10,2,26,23.636363636,84,84
2132355,16,8,2,33.333333333,4,4
2132356,10,0,,,120,120
2132357,9,0,,,4,4
2132358,10,2,23,38.333333333,37,37
2132359,9,0,,,4,4
2132360,10,0,,,120,120
2132361,7,7,73,75.257731959,18,24
2132362,9,0,,,4,4
2132363,9,0,,,0.0328515112,0.0328515112
2132364,1,0,,,,0
2132365,10,0,,,46,46
2132366,9,0,,,6,6
2132367,17,8,2.97,19.8,12.03,12.03
2132369,25,2,3,20,12,12
2132370,12,2,13.87,77.055555556,1.13,4.13
2132372,1,8,21,100,,0
2132373,16,7,15,31.25,33,33
2132374,10,5,21,36.842105263,36,36
2132375,12,2,18,75,6,6
2132376,10,8,1.11,11.1,8.89,8.89
2132377,10,0,,,12.03,12.03
2132378,9,0,,,6,6
2132379,10,0,,,21,21
2132380,17,8,23,56.097560976,18,18
2132381,17,3,4,40,6,6
2132382,17,0,,,16,16
2132383,15,0,,,18,18
2132384,13,8,3,11.111111111,24,24
2132385,26,0,,,71,71
2132386,10,8,8,8,92,92
2132387,17,3,11,19.298245614,46,46
2132388,26,0,,,97,97
2132389,9,0,,,12,12
2132391,7,2,52,21.666666667,188,188
2132392,16,8,10,14.285714286,60,60
2132393,9,0,,,6,6
2132394,10,7,24,80,,6
2132396,10,2,14,11.475409836,108,108
2132397,17,8,11,15.714285714,59,59
2132398,13,0,,,42,42
2132399,10,0,,,200,200
2132401,13,0,,,57,57
2132402,13,0,,,30,30
2132403,17,8,5,27.777777778,13,13
2132404,10,0,,,57,57
2132405,17,0,,,,6
2132406,17,8,9.9671484888,99.671484888,0.0328515112,0.0328515112
2132407,17,0,,,18,18
2132408,26,0,,,319,319
2132409,17,0,,,1.33,1.33
2132410,17,0,,,15,15
2132411,7,0,,,78,78
2132413,17,3,6,18.181818182,27,27
2132414,17,3,6,28.571428571,15,15
2132415,17,8,2.97,19.8,12.03,12.03
2132416,17,8,0.74,12.333333333,5.26,5.26
2132417,17,0,,,0.82,0.82
2132418,17,3,10,55.555555556,8,8
2132419,17,0,,,0.62,0.62
2132420,17,3,2.67,44.5,3.33,3.33
2132421,17,0,,,10,10
2132422,17,3,9,60,6,6
2132423,17,0,,,0.69,0.69
2132424,17,0,,,0.69,0.69
2132425,17,0,,,0.92,0.92
2132426,17,0,,,0.92,0.92
2132427,26,0,,,181,181
2132428,16,0,,,12.16,12.16
2132430,16,2,31,83.783783784,6,6
2132431,10,2,19,51.351351351,18,18
2132432,10,0,,,151,151
2132433,16,2,15,62.5,,9
2132435,17,8,2,20,8,8
2132436,17,0,,,1.23,1.23
2132437,17,3,6.21,51.75,5.79,5.79
2132438,17,0,,,1.87,1.87
2132439,10,7,26,23.636363636,84,84
2132440,10,2,36.967148489,99.911212132,0.0328515112,0.0328515112
2132441,30,7,37,38.144329897,60,60
2132442,30,7,82,63.076923077,48,48
2132444,10,7,9,37.5,15,15
2132445,10,3,3.61,60.166666667,2.39,2.39
2132446,13,8,18,75,,6
2132447,10,7,13,18.571428571,57,57
2132448,10,5,82,31.297709924,180,180
2132449,17,0,,,0.92,0.92
2132450,17,0,,,2.79,2.79
2132452,13,0,,,46,46
2132453,13,0,,,46,46
2132454,10,0,,,30,30
2132455,25,0,,,24,24
2132456,22,0,,,470,470
2132457,13,0,,,24,24
2132458,10,0,,,36,36
2132459,1,5,2.97,19.8,12.03,12.03
2132460,10,0,,,210,210
2132461,16,8,3,10,27,27
2132463,17,3,11.97,49.875,12.03,12.03
2132464,21,4,6,20,24,24
2132465,17,3,33,57.894736842,24,24
2132466,13,6,10,16.666666667,70,70
2132468,10,2,74,28.244274809,188,188
2132469,13,8,24,100,,0
2132470,10,4,15,11.111111111,120,120
2132471,9,0,,,6,6
2132472,29,4,24,80,,6
2132473,9,0,,,5.91,5.91
2132474,17,0,,,50,50
2132475,9,6,6,100,12,12
2132476,10,8,41,17.446808511,194,194
2132477,16,0,,,16,16
2132480,10,2,45.93,99.847826087,0.07,0.07
2132482,10,0,,,70,70
2132486,10,3,46,65.714285714,24,24
2132488,17,3,11,19.298245614,46,46
2132489,17,8,9,15.789473684,48,48
2132490,10,3,27,52.941176471,24,24
2132491,10,8,48,76.19047619,15,15
2132492,10,4,31,20.529801325,120,120
2132493,17,3,20.9,77.407407407,6.1,6.1
2132494,10,2,4,8.6956521739,42,42
2132496,13,0,,,14.2,14.2
2132497,13,2,12,40,18,18
2132498,17,0,,,10,10
2132499,13,0,,,,0
2132500,10,2,70,58.333333333,50,50
2132502,10,0,,,120,120
2132503,17,0,,,57,57
2132504,13,0,,,37,37
2132505,16,2,75,86.206896552,6,12
2132506,10,2,56,60.869565217,36,36
2132508,17,0,,,57,57
2132511,17,0,,,77,77
2132514,10,3,26,45.614035088,31,31
2132515,17,0,,,12.03,12.03
2132516,17,8,15,29.411764706,36,36
2132518,17,0,,,57,57
2132519,10,0,,,26,26
2132520,16,0,,,46,46
2132521,10,2,20,33.333333333,40,40
2132523,10,2,114,54.285714286,96,96
2132524,10,0,,,120,120
2132525,16,8,14.97,55.444444444,12.03,12.03
2132526,10,8,38,34.545454545,72,72
2132527,17,8,16,34.782608696,30,30
2132528,17,0,,,3.76,3.76
2132529,10,5,14,77.777777778,,4
2132530,17,0,,,10,10
2132531,17,8,,,6,6
2132532,10,4,48,28.571428571,120,120
2132533,17,3,4.34,54.25,3.66,3.66
2132534,10,0,,,84,84
2132535,17,3,5.51,68.875,2.49,2.49
2132536,17,0,,,2.46,2.46
2132537,10,3,7.87,65.583333333,4.13,4.13
2132538,30,0,,,,1
2132539,10,3,7.87,65.583333333,4.13,4.13
2132540,17,0,,,4.56,4.56
2132541,10,0,,,60,60
2132542,10,3,7.84,65.333333333,4.16,4.16
2132543,10,3,6.31,63.1,3.69,3.69
2132544,16,4,4,100,,0
2132545,17,4,11.97,49.875,12.03,12.03
2132546,17,7,12,100,,0
2132547,10,0,,,210,210
2132548,10,5,172,48.863636364,180,180
2132549,13,0,,,15,15
2132551,13,5,8,4.2553191489,180,180
2132552,10,2,45,37.5,75,75
2132553,16,0,,,,0
2132554,26,7,44,23.404255319,144,144
2132555,13,8,15,100,,0
2132557,10,8,31,20.529801325,120,120
2132558,10,3,9,60,6,6
2132559,17,0,,,18,18
2132560,13,0,,,180,180
2132561,10,0,,,121,121
2132562,4,8,21.01,77.814814815,1.99,5.99
2132563,10,8,24,22.222222222,84,84
2132564,5,2,54,62.068965517,33,33
2132565,15,0,,,,0
2132566,10,2,104,35.616438356,188,188
2132567,16,0,,,0.89,0.89
2132568,16,0,,,0.0328515112,0.0328515112
2132569,16,0,,,18,18
2132570,7,7,61,40.397350993,90,90
2132571,10,0,,,70,70
2132572,10,2,131,50,131,131
2132573,10,2,36,60,24,24
2132574,27,7,82,31.297709924,180,180
2132575,29,4,22.28,92.833333333,1.72,1.72
2132576,13,8,46,100,,0
2132577,17,8,9,37.5,15,15
2132578,10,2,49,40.495867769,72,72
2132579,17,3,13,18.571428571,57,57
2132580,17,5,3,5.2631578947,54,54
2132581,10,0,,,24,24
2132582,10,8,31,20.529801325,120,120
2132583,10,0,,,121,121
2132584,24,0,,,37,37
2132585,13,8,67,44.370860927,84,84
2132586,16,8,6,33.333333333,12,12
2132587,10,8,3,4.7619047619,60,60
2132588,10,0,,,48,48
2132589,10,7,124,82.119205298,27,27
2132590,16,,,,24,24
2132591,13,8,10,100,,0
2132592,13,6,22,275,24,30
2132593,25,0,,,4,4
2132594,17,3,,,46,46
2132595,10,3,6,28.571428571,15,15
2132596,16,8,24,100,,0
2132597,10,3,6,20,24,24
2132598,16,0,,,75,75
2132599,10,3,8,19.512195122,33,33
2132600,16,0,,,12.03,12.03
2132601,16,0,,,15,15
2132603,16,8,6,100,,0
2132604,16,8,10,21.739130435,36,36
2132605,16,8,6,100,,0
2132606,27,7,96,26.666666667,264,264
2132607,17,3,8,80,2,2
2132608,13,4,8,4.2553191489,180,180
2132609,29,8,6,100,,0
2132610,13,2,6,20,24,24
2132611,16,4,19.31,80.458333333,4.69,4.69
2132612,10,8,27,47.368421053,30,30
2132613,10,8,6,50,6,6
2132614,17,5,5,12.195121951,36,36
2132615,17,8,12,26.086956522,34,34
2132617,16,8,3,10,27,27
2132618,16,5,11.97,49.875,12.03,12.03
2132619,10,2,47,60.256410256,31,31
2132620,10,0,,,188,188
2132621,10,3,13,35.135135135,24,24
2132622,16,8,204,62.962962963,120,120
2132623,26,0,,,46,46
2132624,10,3,3,12.5,21,21
2132625,28,7,30.7,82.972972973,6.3,6.3
2132626,7,7,134,63.80952381,76,76
2132627,13,0,,,37,37
2132628,16,8,1.9671484888,98.357424442,0.0328515112,0.0328515112
2132629,13,0,,,180,180
2132630,10,2,24,30.769230769,54,54
2132631,10,0,,,,0
2132632,17,0,,,8,8
2132633,10,8,70,53.846153846,60,60
2132634,17,0,,,1.22,1.22
2132635,10,2,70.11,80.586206897,0.89,16.89
2132636,17,3,6,18.181818182,27,27
2132637,3,8,204,62.962962963,120,120
2132638,17,3,9,19.565217391,37,37
2132639,10,2,68,36.170212766,120,120
2132640,17,3,2.24,28,5.76,5.76
2132641,10,3,17,29.824561404,40,40
2132642,10,2,70,100,,0
2132643,10,1,30,500,36,36
2132644,17,8,1.93,32.166666667,4.07,4.07
2132645,17,0,,,5.66,5.66
2132646,17,3,12,40,18,18
2132647,10,3,3,4.7619047619,60,60
2132648,16,2,2,4.347826087,44,44
2132649,13,5,24,20,96,96
2132650,10,8,25,54.347826087,21,21
2132651,10,2,18,18.75,78,78
2132652,10,0,,,0.0328515112,0.0328515112
2132653,16,0,,,33,33
2132654,10,2,36,41.379310345,51,51
2132655,10,2,30,42.857142857,40,40
2132656,17,0,,,10,10
2132657,10,8,40,57.142857143,30,30
2132658,10,8,17.97,59.9,12.03,12.03
2132659,13,0,,,57,57
2132660,13,0,,,120,120
2132661,10,3,11,23.913043478,35,35
2132662,16,2,23.28,77.6,6.72,6.72
2132663,4,0,,,77,77
2132664,16,8,8,19.512195122,33,33
2132665,10,2,85,62.962962963,50,50
2132666,25,0,,,2,2
2132667,17,3,2,25,6,6
2132668,17,0,,,5.2,5.2
2132669,17,5,13,28.260869565,33,33
2132670,10,7,27,31.034482759,60,60
2132671,27,8,17.97,59.9,12.03,12.03
2132672,26,8,19,12.582781457,132,132
2132673,7,2,120,50,120,120
2132674,1,8,12,100,,0
2132675,17,3,8,19.512195122,33,33
2132676,10,8,6,25,18,18
2132677,10,0,,,86,86
2132679,28,0,,,30,30
2132680,22,4,60,16.666666667,300,300
2132681,13,0,,,180,180
2132682,17,8,16,34.782608696,30,30
2132683,4,0,,,51,51
2132684,17,0,,,21,21
2132685,4,5,14.97,55.444444444,12.03,12.03
2132686,10,8,5,16.666666667,25,25
2132687,13,0,,,106,106
2132689,17,3,10,100,,0
2132690,10,0,,,2,2
2132691,17,3,15,100,,0
2132692,10,0,,,2.23,2.23
2132693,10,0,,,87,87
2132694,27,4,,,180,180
2132695,10,5,9,19.565217391,37,37
2132696,10,0,,,78,78
2132697,16,2,1,4.1666666667,18,23
2132698,26,0,,,151,151
2132699,17,0,,,,8
2132700,17,3,3.05,50.833333333,2.95,2.95
2132701,17,3,16,34.782608696,30,30
2132702,17,0,,,0.56,8.56
2132703,27,0,,,360,360
2132704,30,8,29.967148489,99.890494963,0.0328515112,0.0328515112
